CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM_VENDA;QTD_LOJAS_COM_CUSTO;PRECO_VENDA_NORMAL;PRECO_VENDA_PRATICADO;CUSTO_NF_BRUTO;CUSTO_IPI;CUSTO_ICMS_ST;CUSTO_DESP_NF;CUSTO_DESP_FORA_NF;CREDITO_ICMS;CREDITO_PIS;CREDITO_COFINS;DESCONTO_FORA_NF;DESCONTO_VERBA;CUSTO_LIQUIDO;ALIQ_ICMS_VENDA;ALIQ_PIS_VENDA;ALIQ_COFINS_VENDA;ALIQ_IMPOSTOS_TOTAL;VALOR_IMPOSTOS_VENDA;PRECO_VENDA_LIQUIDO;LUCRO_VALOR;MARGEM_REALIZADA;MARGEM_OBJETIVA;PRECO_SUGERIDO
20;REFRE PO TRINK 15G GUARANA;1;15;,99;,98;,6027;0;0;0;0;,0721;,0087;,0402;0;0;,5041;17;1,65;7,6;26,25;,2573;,7228;,2187;22,31;49;2,04
22;REFRE PO TRINK 15G LARANJA;1;15;,99;,98;,6027;0;0;0;0;,0723;,0087;,0403;0;0;,5007;17;1,65;7,6;26,25;,2573;,7228;,2221;22,66;49;2,02
23;REFRE PO TRINK 15G LARANJA BAHIA;1;15;,99;,98;,6027;0;0;0;0;,0723;,0088;,0403;0;0;,4979;17;1,65;7,6;26,25;,2573;,7228;,2249;22,94;49;2,01
24;REFRE PO TRINK 15G LIMAO;1;15;,99;,98;,6027;0;0;0;0;,072;,0087;,0401;0;0;,5145;17;1,65;7,6;26,25;,2573;,7228;,2083;21,25;49;2,08
25;AGUA MIN DA PEDRA PET 2L C GAS;1;13;5,51;5,51;3,6859;0;0;0;0;,3671;0;0;0;0;3,1692;17;0;0;17;,9367;4,5733;1,4041;25,48;24;5,37
26;REFRE PO TRINK 15G LIMONADA SUICA;1;15;,99;,98;,6027;0;0;0;0;,0462;,0027;,0125;0;0;,5159;17;1,65;7,6;26,25;,2573;,7228;,2069;21,11;49;2,08
27;REFRE PO TRINK 15G MANGA;1;15;,99;,98;,6027;0;0;0;0;,0723;,0087;,0403;0;0;,492;17;1,65;7,6;26,25;,2573;,7228;,2308;23,55;49;1,99
28;REFRE PO TRINK 15G MARACUJA;1;15;,99;,98;,6027;0;0;0;0;,0722;,0087;,0402;0;0;,5185;17;1,65;7,6;26,25;,2573;,7228;,2043;20,84;49;2,09
29;REFRE PO TRINK 15G MORANGO;1;15;,99;,98;,6027;0;0;0;0;,0722;,0087;,0403;0;0;,4985;17;1,65;7,6;26,25;,2573;,7228;,2243;22,88;49;2,01
30;REFRE PO TRINK 15G TANGERINA;1;15;,99;,98;,6027;0;0;0;0;,0723;,0087;,0403;0;0;,5162;17;1,65;7,6;26,25;,2573;,7228;,2066;21,08;49;2,09
31;REFRE PO TRINK 15G UVA;1;15;,99;,98;,6027;0;0;0;0;,0723;,0087;,0403;0;0;,4966;17;1,65;7,6;26,25;,2573;,7228;,2262;23,08;49;2,01
32;AGUA MIN SARANDI PET 2L C GAS;1;14;4,81;4,81;3,3525;0;0;0;0;,4023;0;0;0;0;2,9495;17;0;0;17;,8177;3,9923;1,0428;21,68;24;5
33;AGUA MIN SARANDI PET 2L S GAS;1;14;4,51;4,51;2,78;0;0;0;0;,4726;0;0;0;0;2,2804;17;0;0;17;,7667;3,7433;1,4629;32,44;24;3,87
34;AGUA MIN DA PEDRA PET 500ML C GAS;1;14;1,8;,99;1,3395;0;0;0;0;,1607;0;0;0;0;1,1525;17;0;0;17;,1683;,8217;-,3308;-33,41;20;1,83
35;AGUA MIN DA PEDRA PET 500ML S GAS;1;14;1,7;1,7;1,33;0;0;0;0;,1596;0;0;0;0;1,1371;17;0;0;17;,289;1,411;,2739;16,11;20;1,8
36;AGUA MIN CRYSTAL PET 500ML C GAS;1;15;2;2;1,41;0;0;0;0;,1692;0;0;0;0;1,2508;17;0;0;17;,34;1,66;,4092;20,46;20;1,99
37;REFRE PO TANG 18G GOIABA;1;15;1,39;1,39;,8996;0;0;0;0;,1079;,0131;,0601;0;0;,7596;17;1,65;7,6;26,25;,3649;1,0251;,2655;19,1;17;1,34
38;REFRE PO TANG 18G GUARANA;1;15;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7225;17;1,65;7,6;26,25;,3649;1,0251;,3026;21,77;17;1,27
39;REFRE PO TANG 18G LARANJA DOCINHA;1;15;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7396;17;1,65;7,6;26,25;,3649;1,0251;,2855;20,54;17;1,3
40;REFRE PO TANG 18G LARANJA MAMAO;1;14;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7312;17;1,65;7,6;26,25;,3649;1,0251;,2939;21,15;17;1,29
41;REFRE PO TANG 18G LIMAO;1;15;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7501;17;1,65;7,6;26,25;,3649;1,0251;,275;19,79;17;1,32
42;REFRE PO TANG 18G MANGA;1;15;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7406;17;1,65;7,6;26,25;,3649;1,0251;,2845;20,47;17;1,31
43;AGUA MIN CRYSTAL PET 500ML S GAS;1;15;1,9;1,9;1,29;0;0;0;0;,1545;0;0;0;0;1,1456;17;0;0;17;,323;1,577;,4314;22,71;20;1,82
44;REFRE PO TANG 18G MARACUJA;1;15;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7595;17;1,65;7,6;26,25;,3649;1,0251;,2656;19,11;17;1,34
45;REFRE PO TANG 18G MORANGO;1;15;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7508;17;1,65;7,6;26,25;,3649;1,0251;,2743;19,74;17;1,32
46;REFRE PO TANG 18G TANGERINA;1;15;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7592;17;1,65;7,6;26,25;,3649;1,0251;,2659;19,13;17;1,34
47;REFRE PO TANG 18G UVA INTENSA;1;15;1,39;1,39;,9;0;0;0;0;,108;,0131;,0602;0;0;,7646;17;1,65;7,6;26,25;,3649;1,0251;,2605;18,74;17;1,35
48;AGUA MIN FLORESTA PET 500ML C GAS;1;15;1,01;1,01;,6227;0;0;0;0;,0747;0;0;0;0;,5595;17;0;0;17;,1717;,8383;,2788;27,6;20;,89
49;AGUA MIN FLORESTA PET 500ML S GAS;1;15;,99;,99;,6241;0;0;0;0;,0749;0;0;0;0;,5515;17;0;0;17;,1683;,8217;,2702;27,29;20;,88
50;AGUA MIN DA PEDRA PET 5L S GAS;1;15;7,82;7,82;5,6679;0;0;0;0;,6802;0;0;0;0;4,9712;17;0;0;17;1,3294;6,4906;1,5194;19,43;20;7,89
51;AGUA MIN CRYSTAL PET 5L S GAS;1;14;9,32;9,32;6,96;0;0;0;0;,8353;0;0;0;0;6,1231;17;0;0;17;1,5844;7,7356;1,6125;17,3;20;9,72
52;AGUA MIN FLORESTA PET 5L S GAS;1;15;5,81;5,81;3,9942;0;0;0;0;,4793;0;0;0;0;3,5244;17;0;0;17;,9877;4,8223;1,2979;22,34;20;5,59
53;AGUA MIN SARANDI 5L S GAS;1;15;6,01;6,01;4,4123;0;0;0;0;,4954;0;0;0;0;3,9691;17;0;0;17;1,0217;4,9883;1,0192;16,96;20;6,3
54;AGUA MIN DA PEDRA LT 350ML ABACAXI E HORTE;1;13;3,03;3,03;2,27;,0378;,3527;0;0;0;0;0;0;0;2,2746;0;0;0;0;0;3,03;,7554;24,93;20;2,84
55;AGUA MIN DA PEDRA LT 350ML FTAS VRM;1;14;3,03;3,03;2,27;,0378;,3714;0;0;0;0;0;0;0;2,2743;0;0;0;0;0;3,03;,7557;24,94;20;2,84
56;AGUA MIN DA PEDRA LT 350ML LIM E ALE;1;13;3,02;3,02;2,27;,0378;,3527;0;0;0;0;0;0;0;2,2746;0;0;0;0;0;3,02;,7454;24,68;20;2,84
57;AGUA GASEIFICADA CRYSTAL PET 510ML SPARK;1;13;3,29;3,29;2,1216;,0354;,715;0;0;0;0;0;0;0;2,4917;0;0;0;0;0;3,29;,7983;24,26;20;3,11
58;KEEP COOLER CLASSIC COLADA 275ML;1;8;9,15;9,15;6,42;0;0;0;0;0;0;0;0;0;6,42;0;1,65;7,6;9,25;,8464;8,3036;1,8836;20,59;28;10,23
59;AGUA GASEIFICADA CRYSTAL PET 510ML FRUTAS VERMELHA;1;13;3,29;3,29;2,2853;,0302;,5267;0;0;0;0;0;0;0;2,388;0;0;0;0;0;3,29;,902;27,42;20;2,99
60;AGUA GASEIFICADA CRYSTAL PET 510ML LIMAO;1;13;3,29;3,29;2,2348;,035;,715;0;0;0;0;0;0;0;2,4799;0;0;0;0;0;3,29;,8101;24,62;20;3,1
61;KEEP COOLER CLASSIC MORANGO 275ML;1;11;9,15;9,15;6,67;0;0;0;0;0;0;0;0;0;6,67;0;1,65;7,6;9,25;,8464;8,3036;1,6336;17,85;28;10,63
62;AGUA GASEIFICADA CRYSTAL PET 510ML MELANCIA;1;13;3,29;3,29;2,0054;,035;,715;0;0;0;0;0;0;0;2,5327;0;0;0;0;0;3,29;,7573;23,02;20;3,17
65;KEEP COOLER CLASSIC PESSEGO 275ML;1;14;9,15;9,15;5,95;0;0;0;0;0;0;0;0;0;5,95;0;1,65;7,6;9,25;,8464;8,3036;2,3536;25,72;28;9,48
66;AGUA MIN DA PEDRA PET 350ML C GAS;1;9;1,8;1,8;1,27;0;0;0;0;,1524;0;0;0;0;1,0797;17;0;0;17;,306;1,494;,4143;23,02;21;1,74
67;AGUA MIN DA PEDRA PET 350ML S GAS;1;13;1,69;1,69;1,2;0;0;0;0;,144;0;0;0;0;1,0395;17;0;0;17;,2873;1,4027;,3632;21,49;21;1,68
68;AGUA MIN FLORESTA ATIVA SQ 710ML S GAS;1;7;5,82;5,82;3,9917;0;0;0;0;0;0;0;0;0;3,707;17;0;0;17;,9894;4,8306;1,1236;19,31;20;5,88
69;KEEP COOLER CLASSIC TANGERINA 275ML;1;2;79,88;79,88;6,67;0;0;0;0;0;0;0;0;0;6,67;0;1,65;7,6;9,25;7,3889;72,4911;65,8211;82,4;28;10,63
70;KEEP COOLER CLASSIC UVA 275ML;1;8;9,15;9,15;6,67;0;0;0;0;0;0;0;0;0;6,67;0;1,65;7,6;9,25;,8464;8,3036;1,6336;17,85;28;10,63
73;AGUA MIN SARANDI FITTING PET 510ML S GAS;1;10;3,82;3,82;2,3917;0;0;0;0;,2858;0;0;0;0;2,1081;17;0;0;17;,6494;3,1706;1,0625;27,81;20;3,35
74;AGUA MIN SARANDI CP 200ML S GAS;1;10;,89;,89;,5975;0;0;0;0;,0691;0;0;0;0;,5159;17;0;0;17;,1513;,7387;,2228;25,03;20;,82
76;REFRE PO CLIGHT 8G LARANJA;1;14;2,09;2,09;1,43;0;0;0;0;,1716;,0208;,0957;0;0;1,2037;17;1,65;7,6;26,25;,5486;1,5414;,3377;16,16;28;2,63
77;REFRE PO CLIGHT 8G LIMONADA;1;13;2,09;2,09;1,43;0;0;0;0;,1716;,0208;,0957;0;0;1,153;17;1,65;7,6;26,25;,5486;1,5414;,3884;18,58;28;2,52
78;AGUA SABORIZ H2OH PET 500ML LIMAO;1;15;5,01;4,92;3,91;,0472;,6151;,0404;0;0;0;0;0;0;3,91;0;0;0;0;0;4,92;1,01;20,53;20;4,89
80;AGUA TONICA ANTARCTICA LT 350ML ZR;1;10;3,8;3,8;3,21;,0557;,2976;,0333;0;0;0;0;0;0;3,1886;0;0;0;0;0;3,8;,6114;16,09;20;3,99
81;AGUA TONICA ANTARCTICA LT 350ML;1;14;3,8;3,8;3,21;,0558;,2976;,0333;0;0;0;0;0;0;3,1415;0;0;0;0;0;3,8;,6585;17,33;20;3,93
82;AGUA TONICA ANTARTICA PET 1L;1;14;7,82;7,82;6,51;,1122;,3747;,0648;0;0;0;0;0;0;6,3868;0;0;0;0;0;7,82;1,4332;18,33;20;7,98
83;AGUA TONICA ANTARCTICA PET 1L ZR;1;14;7,82;7,82;6,51;,1113;,3738;,0642;0;0;0;0;0;0;6,3975;0;0;0;0;0;7,82;1,4225;18,19;20;8
84;AGUA TONICA FRUKI LT 350ML;1;13;3;3;2,44;,0408;,3733;0;0;0;0;0;0;0;2,4572;0;0;0;0;0;3;,5428;18,09;20;3,07
85;COOLER CANCAO 750ML ABACAXI;1;9;17,19;17,19;12,04;0;0;0;0;0;0;0;0;0;12,04;0;1,65;7,6;9,25;1,5901;15,5999;3,5599;20,71;28;19,19
86;COOLER CANCAO 750ML MORANGO;1;9;17,19;17,19;12,04;0;0;0;0;0;0;0;0;0;12,04;0;1,65;7,6;9,25;1,5901;15,5999;3,5599;20,71;28;19,19
87;COOLER CANCAO 750ML PESSEGO;1;11;17,19;17,19;12,05;0;0;0;0;0;0;0;0;0;12,05;0;1,65;7,6;9,25;1,5901;15,5999;3,5499;20,65;28;19,2
88;AGUA TONICA SARANDI LT 350ML;1;9;3;3;2,0725;,0353;,2289;0;0;0;0;0;0;0;2,0634;0;0;0;0;0;3;,9366;31,22;19;2,55
90;AGUA TONICA SCHWEPPES LT 350ML SA;1;14;3,33;3,33;2,4341;,0435;,4025;0;0;0;0;0;0;0;2,6715;0;0;0;0;0;3,33;,6585;19,77;20;3,34
91;REFRE PO FRISCO 18G LIMAO;1;14;,89;,89;,5923;0;0;0;0;,0711;,0086;,0396;0;0;,479;17;1,65;7,6;26,25;,2336;,6564;,1774;19,93;26;1
92;REFRE PO FRISCO 18G MARACUJA C IOG;1;10;,89;,89;,5781;0;0;0;0;,0687;,0083;,0383;0;0;,4606;17;1,65;7,6;26,25;,2336;,6564;,1958;22;26;,96
93;REFRE PO FRISCO 18G MORANGO C IOG;1;7;,89;,89;,5663;0;0;0;0;,0643;,0078;,0358;0;0;,4802;17;1,65;7,6;26,25;,2336;,6564;,1762;19,79;26;1,01
94;CERV AMSTEL LAGER P MALTE 1L RETORNAVEL;1;12;7,99;7,99;7,6757;0;0;0;0;0;0;0;0;0;6,9491;0;0;0;0;0;7,99;1,0409;13,03;18;8,47
95;REFRE PO FRISCO 18G MORANGO;1;14;,89;,89;,5928;0;0;0;0;,0711;,0086;,0396;0;0;,4657;17;1,65;7,6;26,25;,2336;,6564;,1907;21,42;26;,98
96;REFRE PO CLIGHT 8G MARACUJA;1;13;2,09;2,09;1,43;0;0;0;0;,1716;,0208;,0956;0;0;1,2301;17;1,65;7,6;26,25;,5486;1,5414;,3113;14,89;28;2,69
97;REFRE PO CLIGHT 8G MORANGO;1;15;2,09;2,09;1,43;0;0;0;0;,1716;,0207;,0957;0;0;1,1655;17;1,65;7,6;26,25;,5486;1,5414;,3759;17,98;28;2,55
98;REFRE PO CLIGHT 8G TANGERINA;1;14;2,09;2,09;1,43;0;0;0;0;,1716;,0207;,0957;0;0;1,2825;17;1,65;7,6;26,25;,5486;1,5414;,2589;12,39;28;2,8
99;REFRE PO CLIGHT 8G UVA;1;13;2,09;2,09;1,43;0;0;0;0;,1716;,0207;,0957;0;0;1,1776;17;1,65;7,6;26,25;,5486;1,5414;,3638;17,41;28;2,57
100;REFRE PO FRISCO 18G TANGERINA;1;14;,89;,89;,5377;0;0;0;0;,0634;,0077;,0353;0;0;,4784;17;1,65;7,6;26,25;,2336;,6564;,178;20;26;1
101;REFRE PO FRISCO 18G UVA;1;15;,89;,89;,5073;0;0;0;0;,0567;,0069;,0316;0;0;,4543;17;1,65;7,6;26,25;,2336;,6564;,2021;22,71;26;,95
102;CERV ANTARCTICA SUBZERO GF 1L RETORNAVEL;1;13;7;7;5,99;,1351;1,2269;,0533;0;0;0;0;0;0;5,99;0;0;0;0;0;7;1,01;14,43;18;7,3
103;REFRE PO FRISCO 18G ABACAXI;1;9;,89;,89;,5377;0;0;0;0;,0645;,0078;,036;0;0;,4629;17;1,65;7,6;26,25;,2336;,6564;,1935;21,74;26;,97
105;REFRE PO FRISCO 18G GUARANA;1;10;,89;,89;,5079;0;0;0;0;,0575;,007;,032;0;0;,4112;17;1,65;7,6;26,25;,2336;,6564;,2452;27,55;26;,86
106;REFRE PO FRISCO 18G LARANJA C ACER;1;14;,89;,89;,5655;0;0;0;0;,0679;,0082;,0378;0;0;,4715;17;1,65;7,6;26,25;,2336;,6564;,1849;20,77;26;,99
109;CERV BRAHMA CHOPP GF 1L RETORNAVEL;1;13;8,01;8,01;6,82;,1498;1,5385;,0606;0;0;0;0;0;0;6,82;0;0;0;0;0;8,01;1,19;14,86;18;8,32
110;CERV BUDWEISER GF 1L RETORNAVEL;1;13;9,51;9,51;7,87;,1757;1,682;,07;0;0;0;0;0;0;7,87;0;0;0;0;0;9,51;1,64;17,25;18;9,6
111;CERV GLACIAL PILSEN GF 1L RETORNAVEL;1;7;6,99;6,99;6,0378;0;0;0;0;0;0;0;0;0;6,0368;0;0;0;0;0;6,99;,9532;13,64;18;7,36
113;CERV ORIGINAL1L RETORNAVEL;1;9;11,03;11,03;8,91;,2072;1,6329;,0792;0;0;0;0;0;0;8,91;0;0;0;0;0;11,03;2,12;19,22;18;10,87
114;CERV POLAR EXPORT GF 1L RETORNAVEL;1;13;7,61;7,61;6,32;,1208;1,2953;,0493;0;0;0;0;0;0;6,32;0;0;0;0;0;7,61;1,29;16,95;18;7,71
115;CERV SCHIN PILSEN 1L RETORNAVEL;1;12;6,29;6,29;5,7275;0;0;0;0;0;0;0;0;0;5,7182;0;0;0;0;0;6,29;,5718;9,09;18;6,97
116;CERV SKOL 1L;1;13;8,01;8,01;6,66;,1467;1,4901;,0592;0;0;0;0;0;0;6,66;0;0;0;0;0;8,01;1,35;16,85;18;8,12
118;REFRE PO FRISCO 18G MANGA;1;14;,89;,89;,5928;0;0;0;0;,0711;,0086;,0396;0;0;,4814;17;1,65;7,6;26,25;,2336;,6564;,175;19,66;26;1,01
119;REFRE PO FRISCO 18G MARACUJA;1;15;,89;,89;,5825;0;0;0;0;,069;,0083;,0385;0;0;,4574;17;1,65;7,6;26,25;,2336;,6564;,199;22,36;26;,96
120;REFRE PO FRISCO 18G SALADA DE FRUTA;1;14;,89;,89;,5928;0;0;0;0;,0711;,0086;,0396;0;0;,4776;17;1,65;7,6;26,25;,2336;,6564;,1788;20,09;26;1
121;CERV BRAHMA CHOPP GF 300ML RETORNAVEL;1;13;2,66;2,66;2,16;,0447;,5837;,0192;0;0;0;0;0;0;2,16;0;0;0;0;0;2,66;,5;18,8;18;2,63
123;CERV BUDWEISER GF 300ML RETORNAVEL;1;13;3;3;2,49;,0545;,5706;,0221;0;0;0;0;0;0;2,49;0;0;0;0;0;3;,51;17;18;3,04
126;CERV POLAR EXPORT GF 300ML RETORNAVEL;1;11;2,8;2,8;2,32;0;0;0;0;0;0;0;0;0;2,32;0;0;0;0;0;2,8;,48;17,14;18;2,83
128;CERV SKOL PILSEN GF 300ML RETORNAVEL;1;13;2,6;2,6;2,24;,0487;,5223;,0199;0;0;0;0;0;0;2,2289;0;0;0;0;0;2,6;,3711;14,27;18;2,72
130;VH 3 MEDALLAS BC SV 750ML;1;2;111,83;111,83;23,048;1,4958;0;0;0;2,7617;,3342;1,5392;0;0;19,9239;17;1,65;7,6;26,25;29,3554;82,4746;62,5507;55,93;25;40,87
136;CERV HEINEKEN PILSEN GF 600ML;1;13;12,03;12,03;10,3025;0;0;0;0;0;0;0;0;0;10,3022;0;0;0;0;0;12,03;1,7278;14,36;15;12,12
137;VH ARBO ASSEMBLAGE SC 750ML;1;6;36,54;36,54;20,5553;,9281;0;0;0;1,7137;,2074;,955;0;0;18,0673;17;1,65;7,6;26,25;9,5918;26,9483;8,881;24,3;28;39,49
138;VH ARBO CABERNET 750ML;1;14;36,54;36,54;20,56;1,0442;0;0;0;1,9278;,2332;1,0744;0;0;18,6518;17;1,65;7,6;26,25;9,5918;26,9483;8,2965;22,71;28;40,77
140;CERV SPATEN ONE WAY GF 600ML;1;10;9,71;9,71;8,07;,1732;1,965;,0718;0;0;0;0;0;0;8,07;0;0;0;0;0;9,71;1,64;16,89;15;9,49
142;CERV STELLA ONE WAY GF 600ML;1;11;10,52;10,52;8,74;,19;2,0389;,0778;0;0;0;0;0;0;8,74;0;0;0;0;0;10,52;1,78;16,92;15;10,28
143;VH ARBO RIESLING SC 750ML;1;10;36,54;36,54;20,5552;,9281;0;0;0;1,7137;,2074;,955;0;0;18,3633;17;1,65;7,6;26,25;9,5918;26,9483;8,585;23,49;28;40,14
144;CERV AMSTEL LAGER LT 473ML;1;15;4,79;4,79;4,0303;0;0;0;0;0;0;0;0;0;3,8906;0;0;0;0;0;4,79;,8994;18,78;15;4,58
145;CERV ANTARCTICA SUBZERO LT 473ML;1;15;4,79;4,79;3,99;,0977;,5488;,0355;0;0;0;0;0;0;3,99;0;0;0;0;0;4,79;,8;16,7;15;4,69
146;VH ARBO MERLOT 750ML;1;14;36,54;36,54;20,5551;1,0442;0;0;0;1,9279;,2333;1,0744;0;0;18,9768;17;1,65;7,6;26,25;9,5918;26,9483;7,9715;21,82;28;41,48
147;CERV ANTARCTICA PILSEN LT 473ML;1;14;4,79;4,79;3,96;,0991;,3583;,0342;0;0;0;0;0;0;3,8644;0;0;0;0;0;4,79;,9256;19,32;15;4,55
148;VH ARBO MARSELAN SC 750ML;1;14;36,54;36,54;20,5551;1,0442;0;0;0;1,9279;,2333;1,0744;0;0;19,1488;17;1,65;7,6;26,25;9,5918;26,9483;7,7995;21,34;28;41,86
149;CERV BELLAVISTA LAGER LT 473ML;1;13;4,79;4,79;4,09;,0523;,3769;0;0;0;0;0;0;0;4,0191;0;0;0;0;0;4,79;,7709;16,09;15;4,73
150;VH ARBO TANNAT SC 750ML;1;6;36,54;36,54;20,5552;,9281;0;0;0;1,7137;,2074;,955;0;0;17,1615;17;1,65;7,6;26,25;9,5918;26,9483;9,7868;26,78;28;37,51
151;CERV BOHEMIA LT 473ML;1;14;4,99;4,99;4,56;,1109;,5996;,04;0;0;0;0;0;0;4,5028;0;0;0;0;0;4,99;,4872;9,76;15;5,3
152;CERV BRAHMA CHOPP LT 473ML;1;15;4,79;4,76;4,2728;,1002;,3394;,0344;0;0;0;0;0;0;3,8969;0;0;0;0;0;4,76;,8631;18,13;15;4,58
154;CERV BRAHMA DUPLO MALTE LT 473ML;1;15;5;5;4,48;,1093;,6102;,0397;0;0;0;0;0;0;4,4684;0;0;0;0;0;5;,5316;10,63;15;5,26
155;CERV BRAHMA MALZBIER LT 350ML;1;15;5,49;5,49;4,58;,1128;,6073;,0407;0;0;0;0;0;0;4,58;0;0;0;0;0;5,49;,91;16,58;15;5,39
156;CERV BUDWEISER LT 473ML;1;15;5,5;5,43;4,65;,1086;,5947;,0393;0;0;0;0;0;0;4,4958;0;0;0;0;0;5,43;,9342;17,2;15;5,29
158;CERV BUDWEISER ZERO LT SLEEK 350ML;1;14;4,3;4,3;3,5501;,0806;,7117;,0316;0;0;0;0;0;0;3,55;0;0;0;0;0;4,3;,75;17,44;15;4,18
159;CERV CORONA EXTRA LT 473ML;1;14;7,21;7,21;6,23;,1545;,7426;,0549;0;0;0;0;0;0;6,2135;0;0;0;0;0;7,21;,9965;13,82;15;7,31
161;CERV CRYSTAL PILSEN LT 473ML;1;15;3,49;3,49;3,1367;,1062;,1634;0;0;0;0;0;0;0;3,135;0;0;0;0;0;3,49;,355;10,17;15;3,69
163;CERV EISENBAHN PILSEN LT 473ML;1;15;4,99;4,99;4,23;0;,4165;0;0;0;0;0;,0406;0;4,1417;0;0;0;0;0;4,99;,8483;17;15;4,87
164;CERV EST GALICIA P MALTE LT 473ML;1;13;5,99;5,99;5,0936;,1237;,7139;0;0;0;0;0;0;0;5,089;0;0;0;0;0;5,99;,901;15,04;15;5,99
165;VH BELTRAME BCO PET 1 9L SC;1;14;25,86;25,31;14,345;,9324;0;0;0;1,7214;,2083;,9594;0;0;13,0537;17;1,65;7,6;26,25;6,6439;18,6661;5,6124;22,17;28;28,53
166;VH BELTRAME BCO PET 1 9L SV;1;14;25,86;25,31;14,3284;,9024;0;0;0;1,6659;,2016;,9284;0;0;13,1728;17;1,65;7,6;26,25;6,6439;18,6661;5,4933;21,7;28;28,79
167;CERV GLACIAL PILSEN LT 473ML;1;15;3,5;3,5;2,9923;0;0;0;0;0;0;0;0;0;2,9903;0;0;0;0;0;3,5;,5097;14,56;15;3,52
168;VH AURORA COLH TARDIA BCO 500ML;1;8;28,89;28,89;16,1746;1,0513;0;0;0;1,9408;,235;1,0817;0;0;15,3306;17;1,65;7,6;26,25;7,5836;21,3064;5,9758;20,68;28;33,51
169;CERV HEINEKEN LT 473ML;1;15;6,5;6,5;5,5975;0;0;0;0;0;0;0;0;0;5,5242;0;0;0;0;0;6,5;,9758;15,01;15;6,5
170;VH BELTRAME ROSADO SV PET 1 9L;1;14;25,86;25,31;14,345;,9324;0;0;0;1,7215;,2083;,9594;0;0;12,891;17;1,65;7,6;26,25;6,6439;18,6661;5,7751;22,82;28;28,18
171;CERV HEINEKEN PILSEN LT 350ML;1;13;5,59;5,59;4,8558;0;0;0;0;0;0;0;0;0;4,8558;0;0;0;0;0;5,59;,7342;13,13;15;5,71
172;VH BELTRAME BORDO SC PET 1 9L;1;14;25,89;25,33;15,1783;,9866;0;0;0;1,8214;,2204;1,0151;0;0;13,7324;17;1,65;7,6;26,25;6,6491;18,6809;4,9485;19,54;28;30,02
174;VH BELTRAME TINTO PET 1 9L SC;1;14;25,86;25,31;14,3439;,9305;0;0;0;1,7179;,2079;,9574;0;0;12,7778;17;1,65;7,6;26,25;6,6439;18,6661;5,8883;23,26;28;27,93
175;UTILIZAR FLIA181 UTILIZAR PRODUT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,1;0;0;7,1;0;0;0;0;20;0
176;VH BELTRAME TINTO PET 1 9L SV;1;14;25,89;25,33;14,345;,9324;0;0;0;1,7214;,2083;,9594;0;0;12,6337;17;1,65;7,6;26,25;6,6491;18,6809;6,0472;23,87;28;27,61
177;CERV ITAIPAVA PILSEN LT 473ML;1;14;3,99;3,99;3,6467;,1255;,2488;0;0;0;0;0;0;0;3,6451;0;0;0;0;0;3,99;,3449;8,64;15;4,29
178;CERV KAISER LT 473ML;1;15;3,49;3,49;3,1362;0;,4147;0;0;0;0;0;,2;0;3,0886;0;0;0;0;0;3,49;,4014;11,5;15;3,63
179;CERV ORIGINAL LT 473ML;1;14;5,6;5,59;4,7057;,1257;,299;,0421;0;0;0;0;0;0;4,6025;0;0;0;0;0;5,59;,9875;17,67;15;5,41
180;CERV PETRA PURO MALTE LT 473ML;1;10;4,79;4,79;3,9867;,0784;,1664;0;0;0;0;0;0;0;3,9479;0;0;0;0;0;4,79;,8421;17,58;15;4,64
181;REFRE PO GLUP 15G ABACAXI;1;15;,79;,79;,514;0;0;0;0;,0612;,0074;,0341;0;0;,4188;17;1,65;7,6;26,25;,2074;,5826;,1638;20,74;25;,86
182;REFRE PO GLUP 15G GUARANA;1;15;,79;,79;,514;0;0;0;0;,0615;,0074;,0343;0;0;,4151;17;1,65;7,6;26,25;,2074;,5826;,1675;21,21;25;,85
183;REFRE PO GLUP 15G LARANJA;1;15;,79;,79;,514;0;0;0;0;,0594;,0072;,0331;0;0;,4218;17;1,65;7,6;26,25;,2074;,5826;,1608;20,36;25;,87
184;REFRE PO GLUP 15G LIMAO;1;15;,79;,79;,514;0;0;0;0;,053;,0064;,0296;0;0;,4249;17;1,65;7,6;26,25;,2074;,5826;,1577;19,97;25;,87
185;REFRE PO GLUP 15G MANGA;1;15;,79;,79;,514;0;0;0;0;,061;,0074;,034;0;0;,422;17;1,65;7,6;26,25;,2074;,5826;,1606;20,33;25;,87
186;REFRE PO GLUP 15G MARACUJA;1;15;,79;,79;,514;0;0;0;0;,0374;,0006;,0026;0;0;,4968;17;1,65;7,6;26,25;,2074;,5826;,0858;10,86;25;1,02
