"Código Produto";"Produto";"CGO";"Quantidade";"Valor Bruto";"Valor Liquido"
"411";"AGUARD KIKANA VD 580ML";"800";"516,000";"2.881,14";"2.881,14"
"418";"AGUARD TAIMBE PET 900ML";"800";"119,000";"1.179,21";"1.179,21"
"366";"AGUARD VELHO BARREIRO 910ML CAFE";"800";"34,000";"1.624,76";"1.616,76"
"367";"AGUARD VELHO BARREIRO 910ML GOLD";"800";"141,000";"3.984,52";"3.963,48"
"374";"AGUARD VELHO BARREIRO 910ML LIMAO";"800";"74,000";"2.447,57";"2.437,66"
"422";"AGUARD VELHO BARREIRO VD 600ML";"800";"285,000";"4.383,76";"4.383,76"
"424";"AGUARD VELHO BARREIRO VD 910ML ADOC";"800";"1.488,000";"27.254,15";"27.151,68"
"12297";"AGULHA P FOGAO 2 ";"800";"47,000";"234,53";"234,53"
"12298";"AGULHAS CROCHE C 4PC 2 3 4 5 MM ";"800";"8,000";"159,92";"159,92"
"10516";"AIPIM CORTADO";"800";"35,839";"258,51";"258,51"
"38503";"AIPIM DESCASCADO PCT 1KG";"800";"17,000";"339,66";"339,66"
"10517";"AIPIM FRACION VACUO S CASCA";"800";"0,244";"4,88";"4,88"
"3961";"AIPIM HENICKA DESC VACUO CONG 1KG";"800";"3.598,000";"34.987,60";"34.967,42"
"10515";"AIPIM KG";"800";"23.419,533";"85.327,82";"83.902,78"
"3762";"AJI SAL 1KG P CHURRASCO";"800";"70,000";"1.399,30";"1.399,30"
"38189";"ALBUM BROCHURA FIFA WORLD CUP 2026";"800";"60,000";"1.494,00";"1.494,00"
"12304";"ALCA PANELA 6 5CM DEIA ID0243A ";"800";"3,000";"29,97";"29,97"
"2318";"ALCAPARRAS CONSERVA JUREIA 200G";"800";"2,000";"36,49";"36,49"
"2316";"ALCAPARRAS UNIAGRO GOUMERT SH 80G";"800";"13,000";"137,67";"137,67"
"10655";"ALCATRA S OSSO KG BABY BEEF";"800";"40,370";"2.292,64";"2.292,64"
"10657";"ALCATRA S OSSO KG BABY BEEF PORC";"800";"5,584";"338,31";"338,31"
"10521";"ALCATRA S OSSO KG BIFE";"800";"575,041";"34.012,02";"32.056,08"
"10777";"ALCATRA S OSSO KG BOMBOM ALCATRA";"800";"38,300";"2.335,92";"2.335,92"
"10526";"ALCATRA S OSSO KG CARN STROGONOFF";"800";"100,198";"5.690,32";"5.690,32"
"10523";"ALCATRA S OSSO KG ESPECIAL";"800";"1,082";"60,91";"60,91"
"10520";"ALCATRA S OSSO KG MOIDA";"800";"18,921";"961,02";"961,02"
"10525";"ALCATRA S OSSO KG PEDACO";"800";"183,713";"10.074,26";"10.006,83"
"3964";"ALCOOL 46 COPERALCOOL 1L TRAD";"800";"320,000";"4.668,80";"4.668,80"
"3971";"ALCOOL 46 SUPER VALE 1L";"800";"508,000";"3.449,32";"3.449,32"
"12308";"ALCOOL ARAUCARIA 46 1L";"800";"639,000";"6.845,31";"6.749,91"
"12309";"ALCOOL ARAUCARIA 46 500ML";"800";"787,000";"4.652,63";"4.534,63"
"35696";"ALCOOL COPERALCOOL 500ML TRADICIONAL";"800";"388,000";"4.108,92";"4.108,92"
"3966";"ALCOOL GEL 70 SUPER VALE 450G";"800";"203,000";"2.117,57";"2.114,87"
"3967";"ALCOOL GEL DA ILHA 480G ";"800";"66,000";"850,74";"850,74"
"3969";"ALCOOL GEL SUPER VALE 450G";"800";"369,000";"3.059,01";"3.059,01"
"12323";"ALCOOL SUPER VALE 46 1L LAVANDA";"800";"234,000";"2.255,16";"2.250,36"
"10533";"ALFACE AMERICANA EST DA FIGUEIRA";"800";"93,000";"650,07";"650,07"
"10535";"ALFACE HIDROPON EST DA FIGUEIRA";"800";"10.712,000";"44.257,18";"44.257,18"
"10538";"ALFACE HIDROPONICA OURO VERDE SAO BORJA";"800";"135,000";"538,65";"538,65"
"10536";"ALFACE HIDROPONICA SAO BORJA UN";"800";"2.652,000";"12.146,16";"12.137,31"
"10532";"ALFACE UN ITAQUI";"800";"1.836,000";"6.711,56";"6.711,56"
"10530";"ALFACE UN QUARAI";"800";"12,000";"47,88";"47,88"
"36940";"ALFACE UN URUGUAIANA";"800";"22.067,000";"79.096,79";"79.096,79"
"1058";"ALFAJOR EL AGUILA 60G CHOC";"800";"1.620,000";"6.251,80";"6.163,80"
"1059";"ALFAJOR EL AGUILA 60G CHOC BRANCO";"800";"1.177,000";"4.558,23";"4.534,23"
"10541";"ALFAJOR KG";"800";"7,634";"272,47";"272,47"
"1060";"ALFAJOR PANINE 320G DOCE LEITE";"800";"37,000";"772,93";"772,93"
"12324";"ALFAJOR PANINE 540G";"800";"23,000";"622,37";"619,57"
"36481";"ALFAJOR SABORES 40G";"800";"126,000";"376,74";"376,74"
"12326";"ALG BOLA COTTONBABY 50G BCO";"800";"66,000";"738,54";"738,54"
"12327";"ALG DISCO COTTONBABY 50UN DISCO C 50";"800";"49,000";"803,86";"803,86"
"12328";"ALG ROLO COTTONBABY 25G";"800";"440,000";"2.447,70";"2.447,70"
"12331";"ALGICIDA BEL PISCINAS 1L ";"800";"3,000";"76,77";"76,77"
"10546";"ALHO 100G";"800";"2.979,000";"13.673,85";"13.671,26"
"36699";"ALHO 200G";"800";"695,000";"4.851,10";"4.851,10"
"36438";"ALHO ALHOSTIN 100G";"800";"72,000";"330,48";"330,48"
"3720";"ALHO EM PASTA ALHOSTIN 200G";"800";"144,000";"986,24";"986,24"
"10544";"ALHO KG";"800";"3.024,287";"80.137,15";"80.132,13"
"10544";"ALHO KG";"810";"0,404";"10,90";"10,90"
"38288";"ALHO KG BA";"800";"0,574";"11,47";"11,47"
"3757";"ALHO PICADO ALHOSTIN 1 01KG";"800";"220,000";"2.747,18";"2.747,18"
"3722";"ALHO PICADO ALHOSTIN 200G";"800";"367,000";"2.507,67";"2.507,67"
"10545";"ALHO PORO UN";"800";"772,000";"3.775,08";"3.775,08"
"12336";"ALIC CUTICULA C PINCA INOX BASIC";"800";"37,000";"332,63";"332,63"
"12348";"ALIC CUTICULA INOX COLORS BASIC";"800";"42,000";"419,58";"419,58"
"12349";"ALIC CUTICULA INOX SAFIRA";"800";"35,000";"594,65";"594,65"
"12343";"ALIC CUTICULA SAFIRA INOX";"800";"42,000";"1.007,58";"1.007,58"
"12344";"ALIC CUTICULA+CORT UNHAS";"800";"1,000";"13,99";"13,99"
"12350";"ALIC CUTICULAS+PINCA DECORADA";"800";"1,000";"13,99";"13,99"
"3977";"ALIM CAO ALP 1KG AD CAR FG CER VEG";"800";"84,000";"1.368,36";"1.368,36"
"3978";"ALIM CAO ALPO 1KG FI CAR FG CER VEG LEITE";"800";"109,000";"1.819,81";"1.819,81"
"3976";"ALIM CAO ALPO AD 10 1KG CAR FGO CER VEG";"800";"5,000";"663,45";"652,75"
"3979";"ALIM CAO BIFFE 10 1KG CARNE";"800";"1,000";"76,79";"76,79"
"3988";"ALIM CAO DOG CHOW 1KG ADUL CAR FR A RACA MED GRAN";"800";"1,000";"27,50";"27,50"
"3989";"ALIM CAO DOG CHOW 1KG ADUL CAR FR A RACA PEQ";"800";"1,000";"25,99";"25,99"
"3990";"ALIM CAO DOG CHOW100G SACHE TOD TAM AD RA PEQ CARN";"800";"875,000";"2.718,65";"2.631,05"
"3992";"ALIM CAO DOG CHOW100G SACHE TOD TAM AD RA PEQ FRAN";"800";"406,000";"1.233,64";"1.211,64"
"3993";"ALIM CAO DOG CHOW100G SACHE TOD TAM AD RA PEQ SALM";"800";"425,000";"1.310,95";"1.272,55"
"3994";"ALIM CAO DOG CHOW100G SACHE TOD TAM CARNE ADULTO";"800";"804,000";"2.519,36";"2.413,76"
"3995";"ALIM CAO DOG CHOW100G SACHE TOD TAM CORDEIRO ADULT";"800";"992,000";"3.102,98";"2.970,38"
"3996";"ALIM CAO DOG CHOW100G SACHE TOD TAM FI RA PEQ FRAN";"800";"438,000";"1.359,52";"1.318,72"
"3997";"ALIM CAO DOG CHOW100G SACHE TOD TAM FILHO TD CARNE";"800";"815,000";"2.496,21";"2.444,61"
"3998";"ALIM CAO DOG CHOW100G SACHE TOD TAM FRANGO ADULTO";"800";"642,000";"1.990,12";"1.919,92"
"4002";"ALIM CAO FOSTER 1KG RACA P M";"800";"1,000";"17,50";"17,50"
"7213";"ALIM CAO NHOCK SUPRA 10 1KG";"800";"1,000";"85,99";"85,99"
"4005";"ALIM CAO NHOCK SUPRA 10 1KG MINI";"800";"7,000";"656,99";"656,99"
"4025";"ALIM CAO PEDIGREE 900G CARNE FGO";"800";"66,000";"1.319,34";"1.319,34"
"4026";"ALIM CAO PEDIGREE 900G CARNE VEGETAIS";"800";"57,000";"1.139,43";"1.139,43"
"4027";"ALIM CAO PEDIGREE 900G MED GR FILH";"800";"82,000";"1.639,18";"1.639,18"
"4030";"ALIM CAO PEDIGREE 900G RAC PEQ";"800";"144,000";"2.878,56";"2.878,56"
"4034";"ALIM CAO PURINA BONZO 10 1KG ADULTO CARNE E CEREAI";"800";"3,000";"419,70";"419,70"
"4037";"ALIM CAO SAPECA SUPRA 1KG ADULTO";"800";"13,000";"233,43";"233,43"
"4038";"ALIM CAO SAPECA SUPRA 1KG PEQ RACAS";"800";"39,000";"729,04";"729,04"
"4039";"ALIM GATO BIFFE CAT 1KG ESPECIAL";"800";"166,000";"2.720,74";"2.720,74"
"4044";"ALIM GATO FRISKIES 85G ATUM AO MOLHO";"800";"235,000";"702,65";"702,65"
"4045";"ALIM GATO FRISKIES 85G CARNE AO MOLHO";"800";"1.936,000";"5.974,14";"5.806,14"
"4046";"ALIM GATO FRISKIES 85G CORDEIR AO MOLH";"800";"1.485,000";"4.611,15";"4.463,65"
"4047";"ALIM GATO FRISKIES 85G FILHO CARN MOLH";"800";"828,000";"2.482,72";"2.480,62"
"4048";"ALIM GATO FRISKIES 85G FRANGO MOLHO";"800";"1.649,000";"5.018,31";"4.928,11"
"4051";"ALIM GATO FRISKIES 85G PEIXE BRANCO";"800";"1.197,000";"3.696,83";"3.600,83"
"4052";"ALIM GATO FRISKIES 85G PERU AO MOLHO";"800";"1.341,000";"4.158,79";"4.012,29"
"4053";"ALIM GATO FRISKIES 85G SALMAO AO MOLHO";"800";"1.321,000";"4.036,49";"3.962,99"
"4065";"ALIM GATO SNOW CAT 1KG CASTRADO PERU";"800";"38,000";"911,42";"911,42"
"4066";"ALIM GATO SNOW CAT 1KG FILHOTE LEITE M";"800";"24,000";"575,76";"575,76"
"4067";"ALIM GATO SNOW CAT 1KG SABORES DO MAR";"800";"69,000";"1.323,01";"1.320,91"
"4068";"ALIM GATO SNOW CAT 1KG SALMAO C MARAC";"800";"13,000";"311,87";"311,87"
"4075";"ALIM GATO WHISKAS 40G TEMPTATIONS ANTI BOLA PELO";"800";"67,000";"747,12";"747,12"
"4076";"ALIM GATO WHISKAS 40G TEMPTATIONS PELO SAUDAVEL";"800";"45,000";"499,08";"499,08"
"4095";"ALIM GATO WHISKAS 900G MP NATUREZA FRANGO";"800";"2,000";"71,89";"71,89"
"4103";"ALIM P COELH FUNNY BUNNY SUPRA 500G DELICIAS DA HO";"800";"14,000";"194,60";"194,60"
"8829";"ALIM TARTARUGA ALCON 11G";"800";"1,000";"36,90";"36,90"
"8828";"ALIM TARTARUGA ALCON GAMMARUS 7G";"800";"3,000";"65,67";"65,67"
"12373";"ALIMADOR CAJOVIL INF";"800";"1,000";"43,90";"43,90"
"12375";"ALIMADOR SIL UNICA ROSA";"800";"1,000";"16,99";"16,99"
"33443";"ALIMENT INFANTIL FRUTA LEGUME";"800";"6,000";"83,94";"83,94"
"10548";"ALM RADICHE HIDR EST DA FIGUEIRA";"800";"322,000";"1.381,38";"1.381,38"
"34513";"ALMONDEGA MONTANA PERDIGAO 500G";"800";"35,000";"888,65";"888,65"
"2290";"ALMONDEGA ODERICH 420G";"800";"4,000";"52,80";"52,80"
"12381";"ALVEJ AQUAFAST 5L S CLORO";"800";"68,000";"2.651,32";"2.651,32"
"8837";"ALVEJ AQUAFAST S CLORO 2L";"800";"146,000";"2.305,57";"2.305,57"
"34844";"ALVEJ BARBAREX 1L S CLORO";"800";"268,000";"1.444,52";"1.444,52"
"34845";"ALVEJ BARBAREX 2L S CLORO";"800";"309,000";"2.376,21";"2.376,21"
"34846";"ALVEJ BARBAREX 5L S CLORO";"800";"146,000";"2.816,34";"2.816,34"
"4112";"ALVEJ GIRANDO SOL 1L FLORAL";"800";"65,000";"324,35";"324,35"
"4113";"ALVEJ GIRANDO SOL 1L LAVANDA";"800";"48,000";"239,52";"239,52"
"4115";"ALVEJ GIRANDO SOL 2L S CLORO";"800";"307,000";"4.356,33";"4.356,33"
"12387";"ALVEJ GOTA LIMPA MULT 2L S CLORO";"800";"181,000";"2.538,65";"2.538,65"
"7201";"ALVEJ MULTI USO VANISH 1 5L SEM CLORO";"800";"17,000";"698,93";"698,93"
"7202";"ALVEJ MULTI USO VANISH 1 5L WHITE";"800";"17,000";"720,39";"720,39"
"4116";"ALVEJ Q BOA 1L C DETERG";"800";"35,000";"186,83";"186,83"
"4117";"ALVEJ Q BOA 1L FLORAL";"800";"13,000";"72,45";"72,45"
"4118";"ALVEJ Q BOA 1L LAVANDA";"800";"31,000";"172,95";"172,95"
"8641";"ALVEJ VANISH PODER O2 450G";"800";"16,000";"563,04";"563,04"
"8642";"ALVEJ VANISH PODER O2 450G WHITE";"800";"41,000";"1.442,79";"1.442,79"
"8639";"ALVEJ VANISH PODER O2 SH 400G";"800";"55,000";"1.341,45";"1.341,45"
"8640";"ALVEJ VANISH PODER O2 SH 400G CRYSTAL WHITE";"800";"53,000";"1.292,67";"1.292,67"
"8636";"ALVEJ VANISH RF 240G OXI ACTION";"800";"38,000";"619,45";"619,45"
"8834";"ALVEJ VANISH S CLORO MULTIUSO 500ML";"800";"4,000";"63,96";"63,96"
"8835";"ALVEJ VANISH S CLORO WHITE 500ML";"800";"32,000";"524,48";"524,48"
"4119";"ALVEJ VANISH SH 500ML ROSA";"800";"129,000";"1.611,21";"1.611,21"
"4120";"ALVEJ VANISH SH 500ML WHITE";"800";"126,000";"1.573,74";"1.573,74"
"8836";"ALVEJ VANISH TIRA MAN PODER O2 120G";"800";"61,000";"517,89";"517,89"
"33287";"AMAC APYCE 5L JASMIM RSA";"800";"441,000";"5.287,59";"5.187,59"
"33286";"AMAC APYCE 5L TRAD AZL";"800";"688,000";"8.249,12";"8.181,12"
"8838";"AMAC AQUAFAST 2L ROSA JARD FLORI";"800";"166,000";"1.584,62";"1.584,62"
"8839";"AMAC AQUAFAST EMB ECON 5L ROXO MAGIA";"800";"221,000";"4.828,19";"4.476,99"
"8840";"AMAC AQUAFAST EMB ECON 5L VERM SEDUCAO";"800";"130,000";"2.647,89";"2.542,89"
"35730";"AMAC COMFORT CONC 1L SERGEDOS 48ROX";"800";"2,000";"59,78";"59,78"
"35726";"AMAC COMFORT CRISTAIS 275G ETERNO FRESCOR";"800";"16,000";"330,72";"330,72"
"35764";"AMAC COMFORT CRISTAIS 275G FLORAL";"800";"43,000";"773,57";"773,57"
"4133";"AMAC COMFORT1 5L EXPERT CARE FIBER PROT";"800";"25,000";"859,13";"852,42"
"33960";"AMAC CONC AQUAFAST 1 5L AZL HARMONIA";"800";"70,000";"1.588,30";"1.588,30"
"33961";"AMAC CONC AQUAFAST 1 5L BCO TERNURA";"800";"101,000";"2.291,69";"2.291,69"
"4137";"AMAC CONC AQUAFAST 1L HARMONIA";"800";"86,000";"1.727,40";"1.727,40"
"4138";"AMAC CONC AQUAFAST 1L MISTERIO";"800";"37,000";"737,30";"737,30"
"4139";"AMAC CONC AQUAFAST 1L TERNURA";"800";"80,000";"1.569,12";"1.569,12"
"4164";"AMAC CONC COMFORT 1 5L CUIDADO ESSEN";"800";"22,000";"739,15";"722,84"
"4142";"AMAC CONC COMFORT 1L CUIDADO ESSENC";"800";"59,000";"1.640,73";"1.590,69"
"4143";"AMAC CONC COMFORT 1L FIBER PROT GLAM";"800";"47,000";"1.321,64";"1.315,64"
"4146";"AMAC CONC COMFORT 1L PURO CUIDADO";"800";"44,000";"1.222,29";"1.198,78"
"4147";"AMAC CONC COMFORT 400ML RF FRESCOR INTENSO";"800";"325,000";"2.500,35";"2.500,35"
"4151";"AMAC CONC COMFORT 500ML BRISA ELEGANT";"800";"25,000";"488,51";"488,51"
"4148";"AMAC CONC COMFORT 500ML HYDRA SERUM";"800";"6,000";"112,74";"112,74"
"4153";"AMAC CONC COMFORT 500ML PURO CUIDADO";"800";"17,000";"337,40";"311,29"
"4157";"AMAC CONC COMFORT 900ML INT CUID E DOYP";"800";"31,000";"651,15";"651,15"
"4159";"AMAC CONC COMFORT 900ML PUR CUI ORG DOY";"800";"37,000";"813,30";"813,30"
"4156";"AMAC CONC COMFORT 900ML RF BRISA ELEGANTE";"800";"47,000";"1.001,55";"974,94"
"4158";"AMAC CONC COMFORT 900ML RF LAVANDA";"800";"18,000";"374,22";"348,72"
"4160";"AMAC CONC COMFORT L500P400ML CUIDADO ESSENC";"800";"84,000";"1.283,73";"1.274,09"
"4162";"AMAC CONC COMFORT L500P400ML PURO CUIDADO";"800";"5,000";"74,95";"74,95"
"35122";"AMAC CONC DOWNY 1 5L TROPICAL";"800";"251,000";"8.670,79";"6.501,39"
"35121";"AMAC CONC DOWNY 1L TROPICAL";"800";"57,000";"1.415,75";"1.415,75"
"35112";"AMAC CONC DOWNY 750ML TROPICAL";"800";"336,000";"5.003,04";"5.003,04"
"4165";"AMAC CONC FOFO 500ML AMARELO CHAMEGO";"800";"11,000";"175,89";"169,19"
"4166";"AMAC CONC FOFO 500ML AZL TUDAO";"800";"112,000";"1.054,48";"1.054,48"
"4169";"AMAC CONC FOFO 500ML CHEIROSISSIMO L";"800";"10,000";"92,90";"92,90"
"4170";"AMAC CONC FOFO 500ML CHEIROSISSIMO V";"800";"29,000";"270,91";"270,91"
"4172";"AMAC CONC FOFO 900ML RF AZUL TUDAO";"800";"89,000";"1.319,56";"1.319,56"
"4174";"AMAC CONC FOFO LV500 PG400ML AZUL TUDAO";"800";"259,000";"2.279,69";"2.279,69"
"34833";"AMAC CONC YPE FR 1L LOCCIT NINF AG";"800";"13,000";"233,87";"233,87"
"34832";"AMAC CONC YPE FR 1L LOCCITAN BRESIL";"800";"24,000";"446,16";"446,16"
"4176";"AMAC DOWNY 1 5L BRISA DE VERAO";"800";"568,000";"19.886,32";"14.753,02"
"4177";"AMAC DOWNY 1 5L BRISA INTENSO";"800";"439,000";"13.677,31";"11.374,41"
"4178";"AMAC DOWNY 1 5L LIRIOS DO CAMPO";"800";"400,000";"13.640,80";"10.376,50"
"4181";"AMAC DOWNY 1L REGULAR BRISA SUAVE";"800";"113,000";"2.744,47";"2.744,47"
"4182";"AMAC DOWNY 1L REGULAR FRESCOR PRIMAV";"800";"102,000";"2.527,01";"2.527,01"
"4180";"AMAC DOWNY 1L REGULAR INTENSO BRISA";"800";"404,000";"9.806,72";"9.806,72"
"4190";"AMAC DOWNY 500ML FRES DE PRIMAVERA";"800";"171,000";"1.763,13";"1.632,13"
"4191";"AMAC DOWNY 500ML LIRIOS DO CAMPO";"800";"214,000";"2.325,97";"2.176,93"
"5712";"AMAC DOWNY 500ML MAIS INTENSO BRISA";"800";"217,000";"3.605,69";"3.555,29"
"4194";"AMAC DOWNY 750ML BRISA DE VERAO";"800";"414,000";"6.895,35";"6.895,35"
"4195";"AMAC DOWNY 750ML INTENSO";"800";"320,000";"5.252,57";"5.252,57"
"4196";"AMAC DOWNY 750ML SUAVE";"800";"275,000";"4.599,38";"4.599,38"
"4197";"AMAC DOWNY 900ML COLLECTION";"800";"25,000";"589,28";"589,28"
"4188";"AMAC DOWNY CONC 500ML BRISA DE VERAO";"800";"334,000";"3.705,05";"3.646,94"
"4189";"AMAC DOWNY CONC 500ML BRISA SUAVE";"800";"297,000";"2.928,56";"2.712,85"
"35734";"AMAC FOFO CONC 1L AZL TUDAO";"800";"72,000";"1.325,71";"1.325,71"
"4201";"AMAC GIRANDO SOL 2L AMARELO";"800";"113,000";"1.061,35";"1.061,35"
"4202";"AMAC GIRANDO SOL 2L AZUL";"800";"590,000";"5.455,68";"5.455,68"
"4203";"AMAC GIRANDO SOL 2L BRANCO";"800";"265,000";"2.459,41";"2.459,41"
"4205";"AMAC GIRANDO SOL 2L LILAS";"800";"239,000";"2.232,59";"2.232,59"
"4206";"AMAC GIRANDO SOL 2L ROSA";"800";"352,000";"3.259,98";"3.259,98"
"4207";"AMAC GIRANDO SOL 2L VERMELHO";"800";"428,000";"3.972,14";"3.972,14"
"4208";"AMAC GIRANDO SOL 5L AZUL";"800";"187,000";"4.014,22";"4.014,22"
"4210";"AMAC GIRANDO SOL 5L ROSA";"800";"222,000";"4.834,94";"4.834,94"
"12416";"AMAC GOTA LIMPA 2L DELICATA";"800";"365,000";"3.152,65";"3.147,55"
"12417";"AMAC GOTA LIMPA 2L FASCINIO";"800";"450,000";"3.460,50";"3.460,50"
"12419";"AMAC GOTA LIMPA 2L FLORATA";"800";"585,000";"4.498,65";"4.498,65"
"12420";"AMAC GOTA LIMPA 2L PETALAS";"800";"682,000";"5.244,58";"5.244,58"
"4212";"AMAC GOTA LIMPA 5L DELICATA";"800";"156,000";"3.243,24";"3.243,24"
"12418";"AMAC GOTA LIMPA 5L FASCINIO";"800";"220,000";"4.573,80";"4.573,80"
"4213";"AMAC GOTA LIMPA 5L FLORATA";"800";"171,000";"3.555,09";"3.551,89"
"4217";"AMAC YPE 2L ACONCHEGO";"800";"991,000";"9.790,99";"9.790,99"
"4215";"AMAC YPE 2L CARINHO";"800";"449,000";"4.440,61";"4.440,61"
"4216";"AMAC YPE 2L DELICADO AMOR";"800";"147,000";"1.453,83";"1.453,83"
"4218";"AMAC YPE 2L INTENSO";"800";"1.111,000";"10.965,79";"10.965,79"
"4219";"AMAC YPE 2L TERNURA";"800";"113,000";"1.117,57";"1.117,57"
"4220";"AMAC YPE 5L ACONCHEGO";"800";"311,000";"7.990,79";"7.043,19"
"25624";"AMAC YPE CONC 1L DELICADO";"800";"5,000";"109,45";"109,45"
"8846";"AMAC YPE CONC 500ML BLUE";"800";"89,000";"1.129,41";"1.129,41"
"8847";"AMAC YPE CONC 500ML PINK";"800";"83,000";"1.053,27";"1.053,27"
"8848";"AMAC YPE CONC 900ML BLUE SUP";"800";"29,000";"463,71";"463,71"
"8849";"AMAC YPE CONC 900ML PINK SUP";"800";"52,000";"831,48";"831,48"
"5697";"AMAC YPE PRO ROUPAS TECIDOS 7L";"800";"154,000";"4.279,66";"4.279,66"
"33285";"AMACIANTE APYCE 2L JASMIM ROSA";"800";"525,000";"2.987,25";"2.987,25"
"33458";"AMACIANTE APYCE 2L TRAD AZ";"800";"790,000";"4.495,10";"4.494,90"
"12391";"AMACIANTE AQUAFAST 1L SED VERM";"800";"101,000";"2.020,90";"2.020,90"
"12392";"AMACIANTE AQUAFAST 2L ENERGIA";"800";"223,000";"2.165,75";"2.163,35"
"12393";"AMACIANTE AQUAFAST 2L MANHA AZ";"800";"350,000";"3.424,38";"3.424,38"
"12394";"AMACIANTE AQUAFAST 2L ROXO MAGIA";"800";"121,000";"1.164,31";"1.164,31"
"12395";"AMACIANTE AQUAFAST 2L VERM SED";"800";"95,000";"964,93";"964,93"
"12396";"AMACIANTE AQUAFAST 5L ENER";"800";"128,000";"2.903,24";"2.543,74"
"12397";"AMACIANTE AQUAFAST 5L F MAN";"800";"171,000";"3.945,60";"3.508,10"
"12398";"AMACIANTE AQUAFAST 5L JARD FLOR";"800";"162,000";"3.595,23";"3.328,73"
"12402";"AMACIANTE CONF 500ML ORIG";"800";"7,000";"131,53";"131,53"
"33491";"AMACIANTE DOWNY 1 5L ALFAZEMA";"800";"304,000";"10.780,96";"8.151,46"
"12404";"AMACIANTE DOWNY 1 5L BRISA SUAVE";"800";"533,000";"18.399,57";"14.209,07"
"33492";"AMACIANTE DOWNY 500ML ALFAZEMA";"800";"62,000";"1.218,38";"1.165,98"
"12410";"AMACIANTE GIRANDO SOL 500ML AZUL";"800";"294,000";"3.266,83";"3.266,83"
"12411";"AMACIANTE GIRANDO SOL 500ML COCO";"800";"278,000";"3.081,76";"3.081,76"
"12412";"AMACIANTE GIRANDO SOL 500ML HIPOAL";"800";"120,000";"1.328,75";"1.328,75"
"12413";"AMACIANTE GIRANDO SOL 500ML VERM";"800";"173,000";"1.932,70";"1.932,70"
"12431";"AMACIANTE YPE 1 5L BLUE";"800";"6,000";"131,94";"131,94"
"12432";"AMACIANTE YPE 1 5L PINK";"800";"33,000";"831,27";"831,27"
"12433";"AMACIANTE YPE 1L BLUE";"800";"1,000";"18,59";"18,59"
"12435";"AMACIANTE YPE 500ML AZ ACONCHEGO";"800";"406,000";"1.822,94";"1.822,94"
"12436";"AMACIANTE YPE 500ML RS TERNURA";"800";"1,000";"4,49";"4,49"
"10553";"AMEIXA KG";"800";"1.025,105";"24.719,49";"24.709,86"
"10555";"AMEIXA UNIAGRO PTA C CAROCO KG";"800";"160,664";"6.857,21";"6.857,21"
"10556";"AMEIXA UNIAGRO PTA S CAROCO KG";"800";"312,139";"15.679,75";"15.679,75"
"12452";"AMEND BCO BELLA DICA 400G";"800";"3.688,000";"21.908,42";"20.691,02"
"10557";"AMEND C CASCA KG";"800";"191,498";"3.646,60";"3.646,60"
"3103";"AMEND ELMA CHIPS 100G S PELE";"800";"134,000";"1.191,26";"1.191,26"
"3084";"AMEND JAPONES DORI 70G SALGADO";"800";"645,000";"2.433,75";"2.430,54"
"3105";"AMEND JAPONES ELMA CHIPS 145G";"800";"249,000";"2.213,61";"2.213,61"
"3119";"AMEND MIX STO ANTONIO 270G";"800";"23,000";"591,07";"591,07"
"3101";"AMEND OVINHOS ELMA CHIPS 145G";"800";"76,000";"675,64";"675,64"
"3087";"AMEND TOR DORI 70G SALGADO";"800";"449,000";"2.105,81";"2.104,27"
"3118";"AMEND TOR EQ SAUDA S PELE 200G TEMP EQULIBRADO";"800";"3,000";"73,47";"73,47"
"3097";"AMEND TOR EQUIL SAUDA 40G S PELE TEMP SAL HIMALA";"800";"1,000";"9,99";"9,99"
"3115";"AMEND TOR STO ANTONIO 500G";"800";"241,000";"4.383,79";"4.383,79"
"3117";"AMEND TOR STO ANTONIO 500G MOIDO";"800";"54,000";"939,06";"939,06"
"12464";"AMEND TOR STO ANTONIO S PELE 200G 0G";"800";"417,000";"2.164,23";"2.164,03"
"33264";"AMEND YOKI 110G DESCASC SALGADO";"800";"36,000";"302,04";"302,04"
"2040";"AMEND YOKI 400G";"800";"254,000";"4.056,22";"4.056,22"
"33250";"AMEND YOKI DESC SALG 350G";"800";"104,000";"1.444,56";"1.444,56"
"37551";"AMEND YOKI JAPONES 120G";"800";"152,000";"1.182,18";"1.177,38"
"2973";"AMIDO MILHO APTI 200G";"800";"529,000";"2.277,71";"2.277,71"
"2979";"AMIDO MILHO APTI 500G";"800";"132,000";"1.128,78";"1.128,78"
"2975";"AMIDO MILHO KIMIMO 200G";"800";"363,000";"1.492,76";"1.491,56"
"2980";"AMIDO MILHO KIMIMO 500G";"800";"58,000";"598,52";"598,52"
"2983";"AMIDO MILHO MAISCERTA 1KG";"800";"535,000";"6.254,15";"6.252,15"
"2972";"AMIDO MILHO MAISCERTA 200G";"800";"1.657,000";"5.948,63";"5.948,63"
"2977";"AMIDO MILHO MAISCERTA 500G";"800";"757,000";"6.229,93";"6.229,93"
"2976";"AMIDO MILHO MAIZENA 200G";"800";"58,000";"515,62";"515,62"
"12470";"AMIDO MILHO MAIZENA 200P150L200";"800";"361,000";"2.100,89";"2.100,89"
"2985";"AMIDO MILHO MAIZENA 500G";"800";"33,000";"715,77";"715,77"
"12472";"AMIDO MILHO MAIZENA 500P380L500";"800";"340,000";"4.729,80";"4.729,80"
