CODIGO_PRODUTO;DESCRICAO_PRODUTO;QTD_INCINERADA;CODIGO_FORNECEDOR;FORNECEDOR
9242;DESINF GIRANDO SOL 5L EUCALIPTO;2;10334;IND COM PROD LIMP GIRANDO SOL LTDA
2874;MOLHO BARBECUE ODERICH 200G;2;15520;CONSERVAS ODERICH SA
17336;DET LIQ ATRIUS 5L GLICA;2;8467;ESSENCIAL PRODUTOS DE LIMPEZA LTDA
34301;CR DENT SORRISO 90G KOLYNOS;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
24340;SH PALMOLIVE 650ML NATURALS CERAM;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
2584;MOLHO TOM FUGINI SH 300G PIZZA;2;5791;FUGINI ALIMENTOS LTDA
33901;MAIONESE HELLMANNS SQZ 335G VERDE;2;17017;ZAFFALON E CIA LTDA
4283;AROMAT CENTRALSUL GEL 60G TUTTI FRUTTI;2;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
7421;PEDRA SANIT HARPIC 20G 40 GTS 40PCT PINHO CAMP;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
12275;AGUA MIN DA PEDRA LT 350ML PESSEGO;2;6424;BEBIDAS FRUKI LTDA
2644;DOCE QUATRO FRUTAS ST ANTONIO 500G;2;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
1223;BALA GOMA GOMUTCHO 1KG SINOS;2;9969;RICLAN S.A
539;GATORADE 500ML LARANJA;2;9638;CRBS AS CDD PELOTAS
5651;DESOD GLADE269ML AUTM RF OFERTA ESP TOQUE MACIEZ;2;6644;ONIZ DISTRIBUID LTDA SCJ
36264;DET LIQ APYCE SUPER ACAO SH 800ML;2;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
5444;DESINF GIRANDO SOL 500ML TALCO;2;10334;IND COM PROD LIMP GIRANDO SOL LTDA
7831;SABAO PO GIRANDO SOL 800G AZUL;2;10334;IND COM PROD LIMP GIRANDO SOL LTDA
4217;AMAC YPE 2L ACONCHEGO;2;4434;QUIMICA AMPARO LTDA.
12435;AMACIANTE YPE 500ML AZ ACONCHEGO;2;4434;QUIMICA AMPARO LTDA.
18075;ESMALTE IMPALA 7 5ML PRIMOR;2;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
1503;BISC ISABELA TORTINHAS 140G TRUFA;2;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
20611;MASSA SEMOLA GERMANI 1KG ESPAG;2;16963;GERMANI ALIMENTOS LTDA
3020;BEBIDA NESCAFE 270ML SMOOVLATTE;2;15134;NESTLE BRASIL LTDA
15460;CAN TRIO STITCH 280ML;2;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
2034;CAFE SOL IGUACU PT 200G CAPPUCCINO CANELA;2;8702;CAFE TRES CORACOES S.A
5510;DESOD AERO AXE 152ML 90G MUSK;2;17017;ZAFFALON E CIA LTDA
5840;ESC DENTAL ORAL B CLASSIC LV3 PG2;2;6644;ONIZ DISTRIBUID LTDA SCJ
5115;COND VINI LADY 325ML REPARACAO TOT;2;6857;SGM INDUSTRIA DE COSMETICOS LTDA
8638;TIRA MANC VANISH 450ML RESOLV WHIT;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
941;MILHO VERDE OLE LT 1 7KG;2;7715;ANGELO AURICCHIO & CIA LTDA
966;OLEO LIZA MILHO 500ML;2;15139;CARGIL AGRICOLA S A GOIANI
7541;PROT DIARIO ALWAYS LV40 PG30 C/PERFUME;2;6644;ONIZ DISTRIBUID LTDA SCJ
12398;AMACIANTE AQUAFAST 5L JARD FLOR;2;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
15557;CAP NESCAFE NESPRESSO INDIA C 10;2;15134;NESTLE BRASIL LTDA
15961;CHOC BARRA GAROTO 80G CRUNCH;2;15134;NESTLE BRASIL LTDA
6349;INSET AERO SBP 380ML MULTI INSETICIDA;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
3157;SALG ELMA CHIPS PINGO DOURO 76G BACON;2;10124;PEPSICO DO BRASIL LTDA
643;SUCO DEL VALLE FRUT PET 1 5L FRUT CITRICAS;2;15441;SPAL IND BRAS BEBIDAS AS
663;SUCO KAPO 200ML MORANGO;2;15441;SPAL IND BRAS BEBIDAS AS
35698;DET LIQ BARBAREX 5L NEUTRO;2;21220;SENIR EMBALAGENS LTDA
7859;SABAO PO SURF 800G CUIDADO DE COCO;2;17017;ZAFFALON E CIA LTDA
2327;ATUM SOLIDO NAUTIQUE 170G NATURAL;2;4083;SMG INDUSTRIAL LTDA
7968;SABONETE PROTEX 85G AVEIA;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
21689;PAPEL HIG MILI PRIME FLA TPL 20M 12UN;2;10190;MILI S/A
34832;AMAC CONC YPE FR 1L LOCCITAN BRESIL;2;4434;QUIMICA AMPARO LTDA.
33264;AMEND YOKI 110G DESCASC SALGADO;2;3528;FABIANO ZAFFALON E CIA.
2547;EXT TOM ELEFANTE TP 275G;2;15139;CARGIL AGRICOLA S A GOIANI
33374;DESO AERO AXE 200ML APO VET E MANDA;2;17017;ZAFFALON E CIA LTDA
1467;CHOC TABLETE 1891 90G CAFE;2;6703;VONPAR ALIMENTOS S.A
6698;LAVA ROUPA BRILHANTE 900ML LIMPEZA TOTAL;2;17017;ZAFFALON E CIA LTDA
3479;TEMP ERVA DOCE KITANO 8G;2;3528;FABIANO ZAFFALON E CIA.
3716;TEMP KITANO MAIS SABOR 60G CARNES;2;3528;FABIANO ZAFFALON E CIA.
1483;BISC RECH PASSATEMPO 130G CHOC MOR;2;15134;NESTLE BRASIL LTDA
2810;MAIONESE ODERICH PRE 220G ERVAS FINAS;2;15520;CONSERVAS ODERICH SA
20154;LIMP VEJA M USO 750ML ORIG;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
921;MOLHO TOM ODERICH PASSATA LT 850G;2;15520;CONSERVAS ODERICH SA
15622;CATCHUP BISN KETDOG 1K;2;13921;ADI-GEL IND. E COM. DE PROD. ALIMENT.
20647;MASSA C OVOS GERMANI 500G PAD NOSSO;2;16963;GERMANI ALIMENTOS LTDA
2770;FAROFA MANDIOCA DOBA 250G TEMPERADA PICANTE;2;4621;PRODUTOS DE MANDIOCA SAO PAULO LTDA
17192;DESINFETANTE LYSOFORM 500ML LAVANDA;2;6644;ONIZ DISTRIBUID LTDA SCJ
13701;BOMBOM GAROTO 215 2G CROC E CARIBE;2;15134;NESTLE BRASIL LTDA
1536;BISC LEITE PASSATEMPO 150G;2;15134;NESTLE BRASIL LTDA
33213;ACUCAR MASCAVO GASPARIN 1KG;2;6158;GASPARIN CEREAIS LTDA ME
15536;CAP DOLCE GUSTO GOLD C 10;2;15134;NESTLE BRASIL LTDA
15618;CASPSULA DOLCE GUSTO NESQUIK C 10;2;15134;NESTLE BRASIL LTDA
5761;ENX BUC PLAX COLGATE LV500 PG350ML INFINITY;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
9985;DESOD SANIT GOTA LIMPA 25G LAVANDA;2;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
17171;DESINF GIRANDO SOL 5L TRAD TCO;2;10334;IND COM PROD LIMP GIRANDO SOL LTDA
17158;DESINF APYCE 2L PINHO;2;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
17343;DET LIQ BRILHANTE LIMP TOT 1 8L;2;17017;ZAFFALON E CIA LTDA
2854;MAIONESE HELLMANNS PET 335G SQZ LIGHT;2;17017;ZAFFALON E CIA LTDA
2927;MOLHO PIMENTA KITANO 150ML;2;3528;FABIANO ZAFFALON E CIA.
1489;CHOC KI KAU 400G OVISCO OVISCO;2;4591;KI-KAKAU IND E COM DE CHOCOLATES LTDA
1486;BISC RECH PASSATEMPO 130G CHOC;2;15134;NESTLE BRASIL LTDA
24778;TIGELA INTER KIDS 430ML-16314;2;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
17414;DET PO GOTA LIMPA 4KG HARMONIA;2;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
12420;AMAC GOTA LIMPA 2L PETALAS;2;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
6923;LIMP SANIT PATO L750 P500ML MARINE;2;6644;ONIZ DISTRIBUID LTDA SCJ
37432;DESINFETANTE SUPREMA LAVANDA 5L;2;22168;SOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA
2389;FEIJAO PRETO ODERICH LT 420G;2;15520;CONSERVAS ODERICH SA
2515;DOCE STA CLARA 400G GOIABA;2;10421;COOP SANTA CLARA LTDA IND DE LATICINIOS
8238;SH HEAD SHOULDERS 400ML MENTHOL;2;6644;ONIZ DISTRIBUID LTDA SCJ
15640;COND DARLING 350ML DETOX;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
12293;AGUA SANIT ZAVASKI 5L;2;13663;IND E COM DE SABAO ZAVASKI LTDA
12308;ALCOOL ARAUCARIA 46 1L;2;16039;INDUSTRIA MISSIATO DE BEBIDAS LTDA
38000;CHOC BARRA NESTLE RECH 90G GALAK;2;15134;NESTLE BRASIL LTDA
2384;DUETO OLE LT 1 700KG ERVILHA MILHO;2;7715;ANGELO AURICCHIO & CIA LTDA
10457;LIMP VEJA PES MULTI USO GOLD 500ML FLORAL CAMP;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
1071;BALA TOFFANO CAFE GOLD 100G;2;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
393;ENERG MONSTER LT 473ML PESSEGO;2;15441;SPAL IND BRAS BEBIDAS AS
619;SUCO DEL VALLE TP 200ML UVA;2;15441;SPAL IND BRAS BEBIDAS AS
8839;AMAC AQUAFAST EMB ECON 5L ROXO MAGIA;2;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
5004;COND PALMOLIVE 350ML COCO CACHOS;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
22632;QJO RAL KIFORMAGGIO TRAD 250G;2;8461;LATICINIOS KIFORMAGGIO LTDA
2119;CAFE SOL NESCAFE SH40G DESCAF;2;15134;NESTLE BRASIL LTDA
1464;BISC RECH NESTLE NEGRESCO 90G MOR;2;15134;NESTLE BRASIL LTDA
3662;LEITE COND MOCA NESTLE LT 395G;2;15134;NESTLE BRASIL LTDA
6713;LAVA ROUPA OMO 3L LAVAGEM PERFEIT;2;17017;ZAFFALON E CIA LTDA
12274;AGUA MIN DA PEDRA LT 350ML BLUEBER LIM;2;6424;BEBIDAS FRUKI LTDA
4038;ALIM CAO SAPECA SUPRA 1KG PEQ RACAS;2;13229;ALISUL ALIMENTOS SA
94;CERV AMSTEL 1L;2;14469;CARLOS CANCIAN E CIA LTDA
8151;SH ANTIC CLEAR 200ML WOMEN HIDRATACAO INT;2;17017;ZAFFALON E CIA LTDA
843;REFRIG ANTARCTICA PET 600ML GUARANA DIET;2;9638;CRBS AS CDD PELOTAS
3199;SALG BATATA RUFFLES 33G ORIGINAL;2;10124;PEPSICO DO BRASIL LTDA
33921;DRINK SHARK PRO V9 PUMP LT 269ML COLA;2;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
2426;FIAMBRE CARNE BOVINA ODERICH 320G;2;15520;CONSERVAS ODERICH SA
2572;DOCE STA CLARA 400G MORANGO;2;10421;COOP SANTA CLARA LTDA IND DE LATICINIOS
3953;AGUA SANIT YPE 1L;2;4434;QUIMICA AMPARO LTDA.
2157;CAPSULA DOLCE GUSTO 80G C 10 ESPRES INTENSO;2;15134;NESTLE BRASIL LTDA
3693;TEMP MAGGI MEU SEGREDO 49G TOMATE ERVAS;2;15134;NESTLE BRASIL LTDA
2069;CAFE SOL 3C SH 20G C LEITE;2;8702;CAFE TRES CORACOES S.A
8630;TIRA LIMO VEJA X14 SQZ L500P400ML;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
8639;ALVEJ VANISH PODER O2 SH 400G;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
1196;BALA TOFFANO CAFE GOLD 500G;2;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
12823;BALA RECH BEIJO MEL 500G;2;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
6684;LAVA ROUPA AQUAFAST 5L MULTIACAO;2;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
1855;PE MOLEQUE STO ANTONIO 100G ZERO;2;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
767;REFRIG FRUKI COLA PET 200ML COLA;2;6424;BEBIDAS FRUKI LTDA
19379;INSET RAID AERO MULTI ESSENCIAL 420ML;1;6644;ONIZ DISTRIBUID LTDA SCJ
8643;TIRA MANCHA VANISH 450ML RESOLV;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
2670;LEITE PO NINHO LT 400G PRIMEIRA INFANCIA;1;15134;NESTLE BRASIL LTDA
34325;PALITINHO KLAIN 138G PIZZA;1;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
1328;BISC PAO DE MEL KLAIN CHOC 260G;1;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
15995;CHOC KIT KAT TRIPLO CHOC 41 5G;1;15134;NESTLE BRASIL LTDA
1538;BISC MAISENA PASSATEMPO 170G;1;15134;NESTLE BRASIL LTDA
2113;CAFE SOL IGUACU SH 100G CAPPUCCINO;1;8702;CAFE TRES CORACOES S.A
1126;BALA BUBBALOO 75G T FRUTTI PAT;1;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
8235;SH HEAD SHOULDERS 400ML 3X1;1;6644;ONIZ DISTRIBUID LTDA SCJ
6117;FRALDA BAS SUP NOVA PAMPERS M 30UN;1;6644;ONIZ DISTRIBUID LTDA SCJ
4197;AMAC DOWNY 900ML COLLECTION;1;6644;ONIZ DISTRIBUID LTDA SCJ
5331;CR PENT VINI LADY 290G REPARA TOTAL;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
54;AGUA MIN DA PEDRA LT 350ML ABACAXI E HORTE;1;6424;BEBIDAS FRUKI LTDA
1505;BISC ISABELA TORTINHAS 140G CHOC BCO GELEIA;1;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
1611;BISC POLVILHO KLAIN ROSCA 60G TRAD;1;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
5675;DETERG GIRANDO SOL 500ML NATURAL;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
17159;DESINFETANTE AQUAFAST 1L MARINE;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
7887;SABONETE DOVE BABY 75G HIDRAT BALANCEADA;1;17017;ZAFFALON E CIA LTDA
5676;DETERG GIRANDO SOL 500ML NEUTRO;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
8847;AMAC YPE CONC 500ML PINK;1;4434;QUIMICA AMPARO LTDA.
5567;DESOD AERO NIVEA 93G PROTECT CARE;1;3266;NILO TOZZO DISTRIBUIDORA LTDA
4216;AMAC YPE 2L DELICADO AMOR;1;4434;QUIMICA AMPARO LTDA.
5489;DESINF YPE 2L BAK LAVANDA;1;4434;QUIMICA AMPARO LTDA.
5987;ESM RISQUE 8ML FIA 6554 VERDE DE VER NC;1;5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A
2481;DOCE DIFRUTTI 400G ABACAXI;1;12457;INDUSTRIA MIRIAM LTDA
2956;ACHOC PO NESCAU SH 550G ACTIV GO;1;15134;NESTLE BRASIL LTDA
6234;GEL DENTAL CLOSE UP 90G ORIG RED HOT;1;17017;ZAFFALON E CIA LTDA
2386;FEIJAO CARIOCA FUGINI SH 250G;1;5791;FUGINI ALIMENTOS LTDA
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;9379;LACTALIS BRASIL COM IMP EXP LTDA
7808;SABAO PO BRILHANTE 1 6KG LIMPEZA TOTAL;1;17017;ZAFFALON E CIA LTDA
2760;FARINHA TRIGO NORDESTE 5KG;1;10321;MOINHO DO NORDESTE SA
3485;TEMP COENTRO GRAO TOP FEST 15G;1;12518;MAURICE MARTINS SORIA
2374;DUETO ODERICH ERVIL CENOURA LT 200G;1;15520;CONSERVAS ODERICH SA
3681;TEMP ODERICH 300G AVES;1;14671;CONSERVAS ODERICH SA
2467;SELETA LEGUMES FUGINI SH 170G;1;5791;FUGINI ALIMENTOS LTDA
12529;AP GILLETTE MACH3;1;6644;ONIZ DISTRIBUID LTDA SCJ
268;VH JOTA PE TINTO 750ML SV;1;5844;VINICOLA PERINI LTDA
3328;BARRA CEREAL NATURALE ZERO ACUC 22G BANANA;1;4131;NAT CEREAIS E ALIMENTOS LTDA
6732;LAVA ROUPA OMO500ML CONC P DIL GF3L LAVAGEM PERFEI;1;17017;ZAFFALON E CIA LTDA
12416;AMAC GOTA LIMPA 2L DELICATA;1;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
6833;LIMP AJAX 1L FRESH LEMON;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
5458;DESINF LYSOFORM 500ML ORIGINAL;1;6644;ONIZ DISTRIBUID LTDA SCJ
5813;ESC DENTAL COLGATE TWIS F MC LV2PG1;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
33694;CAPSULA DOLCE GUSTO C 16 ALPINO GALAK;1;15134;NESTLE BRASIL LTDA
1293;CHOC BARRA NESTLE ALPIN AO LEIT 85G;1;15134;NESTLE BRASIL LTDA
5045;COND PANTENE 510ML BIOTINAMINA;1;6644;ONIZ DISTRIBUID LTDA SCJ
10146;SAB FARNESE 180G FLOR CER VANILA;1;6644;ONIZ DISTRIBUID LTDA SCJ
5699;DIFUSOR BOM AR AP ELETRICO RF 16ML LAVANDA GERANIO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
15993;CHOC KIT KAT COCONUT 41 5G;1;15134;NESTLE BRASIL LTDA
8383;SH TRESEMME 400ML TRESPLEX;1;17017;ZAFFALON E CIA LTDA
21361;ODORIZ TECIDO AMAZON 500ML LIMAO SICIL;1;13545;AMAZONIA AROMATIZANTES COMERCIAL LTDA
3880;ABS ALWAYS 32UN BASICO M SECA C ABAS;1;6644;ONIZ DISTRIBUID LTDA SCJ
9232;CR TRAT VINI LADY SC 700G HIDRAT INTENSA;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
5112;COND VINI LADY 325ML LISO INTENS;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
6738;LAVA ROUPA SURF 900ML 5 EM 1 LAVANDA;1;17017;ZAFFALON E CIA LTDA
1512;BISC ISABELA TORTINHAS 140G CHOC;1;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
13700;BOMBOM BEL SORT 450G;1;9629;ZD ALIMENTOS S.A.
23280;SALG BAT RUFFLES TUBO 100G ORIG;1;10124;PEPSICO DO BRASIL LTDA
2123;CHA REAL MULTIERVAS 15G MACA VERM;1;6364;MOINHOS UNIDOS BRASIL MATE S.A
7888;SABONETE DOVE BABY 75G HIDRAT ENRIQ;1;17017;ZAFFALON E CIA LTDA
18148;ESM RISQUE CREM LOVE;1;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
26181;BOMBOM AMOR CARIOCA BCO 900G;1;6703;VONPAR ALIMENTOS S.A
997;BISC MUCILON LANCHINHO 35G TRAD;1;15134;NESTLE BRASIL LTDA
2218;CAPSULA DOLCE GUSTO 60G C 10 EXPRESSO;1;15134;NESTLE BRASIL LTDA
21682;PAPEL HIG BIANCO NEUTRO FLA SMP 60M 12UN;1;10190;MILI S/A
3312;SALG LUA CHEETOS 35G PARMESAO;1;10124;PEPSICO DO BRASIL LTDA
23407;SALG TORC CHUR 100G;1;10124;PEPSICO DO BRASIL LTDA
33712;CD SEDA 425ML LISO PERFEITO;1;17017;ZAFFALON E CIA LTDA
5309;CR PENT SEDA 300ML LUMINOUS UV;1;17017;ZAFFALON E CIA LTDA
34610;SH DOVE 190ML UV REPAIR GLOW;1;17017;ZAFFALON E CIA LTDA
5532;DESOD AERO DOVE 87G 150ML BEAUTY FINISH;1;17017;ZAFFALON E CIA LTDA
33705;SH SEDA 425ML CERAMIDAS;1;17017;ZAFFALON E CIA LTDA
5513;DESOD AERO AXE BS 150ML 96G DARK TEMPTATION;1;17017;ZAFFALON E CIA LTDA
368;REFRE FRUKITO PET 2L FRUTAS CITRICAS;1;6424;BEBIDAS FRUKI LTDA
4178;AMAC DOWNY 1 5L LIRIOS DO CAMPO;1;6644;ONIZ DISTRIBUID LTDA SCJ
20317;MACARRAO INST GERMANI 63G GALINHA CAIPIRA;1;16963;GERMANI ALIMENTOS LTDA
34289;CHOC BIBS STICKS 29G DARK;1;6703;VONPAR ALIMENTOS S.A
1292;CHOC BARRA NESTLE 80G MEIO AMARGO;1;15134;NESTLE BRASIL LTDA
315;BEB A TAL DA CASTANHA 1L AMENDOA;1;8702;CAFE TRES CORACOES S.A
2491;KETCHUP ODERICH BISNAG 200G TRAD;1;15520;CONSERVAS ODERICH SA
4194;AMAC DOWNY 750ML BRISA DE VERAO;1;6644;ONIZ DISTRIBUID LTDA SCJ
1808;CHICLE CLISS 280G TUTTI FRUTTI;1;7493;FLORESTAL ALIMENTOS S.A.
5427;DESENG VEJA SQZ LV500PG400ML LIMAO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
33647;SAB LIQ MADE IN BRAZIL 1L ERVA DOCE;1;17027;SUPERAUTO PRODUTOS AUTOMOTIVOS LTDA
6704;LAVA ROUPA GIRANDO SOL 2L ACAO TTAL;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
35761;TINTA SPRAY POPPER P CABELO 125ML ROXO;1;21141;FESTA BRASIL LTDA
6211;DESOD SANIT ADES GOTA LIMPA 41G 7D CITRONELA;1;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
16831;CR DENT COLGATE M.P.A 50G;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
7943;SABON PALMOLIVE NATURALS 150G JASMIM E CACAU;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
6114;FRALDA GERIATRICA MILI VITA G 08UN 8UN;1;10190;MILI S/A
33422;DET PO AQUAFAST MULTIACAO 800G;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
1522;BISC RECH BAUDUCCO RECHEADINHO 104G CHOC;1;15497;PANDURATA ALIMENTOS LTDA
18762;FRALDA DESC MILI GIGA G C 78 C 78 G;1;10190;MILI S/A
1863;PIRULITO TOFFANO PITY 200G FRUTAS;1;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
3405;BARRA CEREAL RITTER 22G BRIGADEIRO;1;5666;RITTER ALIMENTOS S.A.
6341;INSET AERO RAID 420ML CITRONELA;1;6644;ONIZ DISTRIBUID LTDA SCJ
1526;BISC RECH ISABELA MOUSSE 130G MORANGO E CHOC;1;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
2666;LEITE PO MOLICO DESNATADO LT 280G CALCIO;1;15134;NESTLE BRASIL LTDA
32041;RAC CANISTER ORIGINAL RPM 7K;1;13063;DALI PET DIST ALIM E ACESS PEQ ANIM LTDA
2077;CAFE SOL IGUACU SH 40G CLASSICO;1;8702;CAFE TRES CORACOES S.A
17456;DONUT NATURAL MINI BONE 60G;1;14361;BONE DEMAIS IND E COM DE ART P ANIMAIS L
24329;SH HEAD SHOULDERS 400ML HIDRATACAO;1;6644;ONIZ DISTRIBUID LTDA SCJ
8300;SH PANTENE 300ML EQUIL ALGA MAR;1;6644;ONIZ DISTRIBUID LTDA SCJ
9236;CR TRAT VINI LADY SC 700G REPARACAO TOTAL;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
5303;CR PENT SEDA 300ML COLAGENO E VIT;1;17017;ZAFFALON E CIA LTDA
8628;TIRA LIMO CIF 500ML CLORO SPRAY 20;1;17017;ZAFFALON E CIA LTDA
24358;SH SEDA ANT CASP HIDRATACAO DIARIA 325ML;1;17017;ZAFFALON E CIA LTDA
3117;AMEND TOR STO ANTONIO 500G MOIDO;1;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
35;AGUA MIN DA PEDRA PET 500ML S GAS;1;6424;BEBIDAS FRUKI LTDA
5436;DESINF GIRANDO SOL 2L LIMAO;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
4166;AMAC CONC FOFO 500ML AZL TUDAO;1;17017;ZAFFALON E CIA LTDA
5484;DESINF VIM 700ML CLORO GEL ADITIV FLORAL;1;17017;ZAFFALON E CIA LTDA
9292;DESINF YPE BAK 1L LAVANDA;1;4434;QUIMICA AMPARO LTDA.
8849;AMAC YPE CONC 900ML PINK SUP;1;4434;QUIMICA AMPARO LTDA.
5695;DETERG YPE 500ML COCO;1;4434;QUIMICA AMPARO LTDA.
3948;AGUA SANIT GOTA LIMPA 1L;1;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
23032;SAB LIQ COTTONBABY 200ML ALG;1;6567;HIGIE-PLUS INDUSTRIA E COM.LTDA
3381;CALDO MAGGI 152G CARNE;1;15134;NESTLE BRASIL LTDA
2109;CAFE SOL NESCAFE SH 40G ORIGINAL;1;15134;NESTLE BRASIL LTDA
21685;PAPEL HIG MILI NEUTRO FLA SPL 100M 12UN;1;10190;MILI S/A
3141;SALG TORCIDA 35G COSTELINHA LIM;1;10124;PEPSICO DO BRASIL LTDA
3319;SALG DORITOS 32G SWEET CHILI;1;10124;PEPSICO DO BRASIL LTDA
3210;SALG BATATA RUFFLES OND 68G ORIGINAL;1;10124;PEPSICO DO BRASIL LTDA
3315;SALG DORITOS DINAMITA 60G FLAMIN HOT;1;10124;PEPSICO DO BRASIL LTDA
17403;DET PO BRILHANTE CUID TOT CT 800G;1;17017;ZAFFALON E CIA LTDA
7852;SABAO PO OMO 800G LAV PERFEITA SAN;1;17017;ZAFFALON E CIA LTDA
6693;LAVA ROUPA BRILHANTE 3L DELICADEZA TOT;1;17017;ZAFFALON E CIA LTDA
7880;SABONETE DOVE 90G MEN CARE CLEAN;1;17017;ZAFFALON E CIA LTDA
5317;CR PENT SEDA 350ML BOOM DEFINICAO INTEN;1;17017;ZAFFALON E CIA LTDA
3751;TEMP ARISCO 300G ALHO SAL;1;17017;ZAFFALON E CIA LTDA
860;MAIONESE FUGINI SH 1 7KG;1;5791;FUGINI ALIMENTOS LTDA
34833;AMAC CONC YPE FR 1L LOCCIT NINF AG;1;4434;QUIMICA AMPARO LTDA.
12392;AMACIANTE AQUAFAST 2L ENERGIA;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
5439;DESINF GIRANDO SOL 500ML EUCALIPTO;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
33728;VODKA NINNOFF PET 870ML;1;16380;DIST BEBIDAS F.A. CHIAMULERA
17347;DET LIQ GIRANDO SOL 1L COCO;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
9291;DESINF YPE BAK 1L FLORAL;1;4434;QUIMICA AMPARO LTDA.
15724;CERA LIQ ANDREIA 750ML VERM;1;13663;IND E COM DE SABAO ZAVASKI LTDA
10240;SH DARLING 350ML CERAMIDAS;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
23111;SAB PALMOLIVE 85G ARGILA EUCALIP;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
15554;CAP NESCAFE NESPRESSO ANDES C 10;1;15134;NESTLE BRASIL LTDA
15526;CAPS DOLCE GUSTO CHAP DIAMANTI C 10;1;15134;NESTLE BRASIL LTDA
1286;CHOC BARRA NESTLE 80G SUFLAIR;1;15134;NESTLE BRASIL LTDA
8274;SHAMPOO PALMOLIVE 350ML NUTRICAO EXTRA;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
33779;CR DEN COLGATE TT12 180G ORIG MINT;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
1743;CHICLE FREEGELLS GUM 8G CANELA;1;9969;RICLAN S.A
