SEQTITULO;NROEMPRESAMAE;CODESPECIE;TIPOESPECIE;NROBANCO;SEQAGENCIA;SEQDEPOSITARIO;NROEMPRESA;SEQGERENTE;SEQVENDEDOR;SEQPESSOA;VERSAOPESSOA;OBRIGDIREITO;NROTITULO;SERIETITULO;NROPARCELA;QTDPARCELA;NRODOCUMENTO;SERIEDOC;ORIGEMDOC;VLRORIGINAL;VLRNOMINAL;VLRPAGO;VLRTARIFA;VLRJUROMORA;PERJUROMORA;PERMULTA;VLRMULTA;DTAVENCIMENTO;TIPOVENCORIGINAL;DTAPROGRAMADA;DTAEMISSAO;DTAINCLUSAO;DTAQUITACAO;DTAMOVIMENTO;QTDCOBRANCA;PROVENIENCIA;ORDENACARGA;NROCARGA;DTACARGA;ACERTADACARGA;ABERTOQUITADO;SITUACAO;SITJURIDICA;OBSERVACAO;GEROUOCRATRASO;GEROUAGENDACOBR;VLRJUROSNEGOC;VLRMULTANEGOC;GERADOSCI;VLRDESCCOMERCIAL;DTAALTERACAO;USUALTERACAO;SEQPESSOANOTA;VERSAOPESSOANOTA;PAGCHEQUEVINC;LOTEPAGTO;PERCADMINISTRACAO;VLRADMINISTRACAO;IMPRIMIUFATURA;IMPRIMIUDUPLICATA;GERADOSCICANCEL;GEROUSERASA;IMPRIMIUBOLETO;LINKERP;NROALTDEPOSITARIO;SEQMOTORISTA;DTAVALNEGOCIACAO;USUNEGOCIACAO;DTANEGOCIACAO;DTAPROMESSANEGOC;USUCOBRANCA;APPORIGEM;GERADOPFIN;EXCLUIDOPFIN;GERANEGSCI;NROAUTELETRONICA;SEQGERACAOSCI;QTDCUPONS;TAXACUPOM;SEQTALAO;ULTSEQMODCARTCOBR;ULTIMAORDEMCARCOBR;DTABASECOBRANCA;DTAGERADOPEFIN;DTAEXCLUIDOPEFIN;DTAVENCIMENTOORIG;MOTIVOALTVENCTOORIG;NROGIFTCARD;NUMERONFSE;INDCONTROLASALDO;NRONSU;SEQEXPFLUXOCAIXA;SEQMOTIVOSUSPLIB;SUSPLIB;DTAALTERACAOSUSPLIB;USUALTERACAOSUSPLIB;IDSESSION;GERAESOCIAL;VLRTARCONVENIO;SEQIDENTIFICADOR;DTAHORAULTENVIOEMAIL;NROPROCIMPORTACAO;SERIENFSE
2379331;3;DUPP;T;900;1;2;4;;;13379;0;O;1035822;1;1;1;1035822;1;INTE;1655,52;1655,52;1655,52;0;0;0;0;0;2026-03-06-00.00.00.000000;P;2026-03-06-00.00.00.000000;2026-02-06-00.00.00.000000;2026-02-11-00.00.00.000000;2026-03-06-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;19644;;;;Q;N;N;;;;;;;0;2026-02-11-00.00.00.000000;LEOMB04;13379;0;;;;;;;;;;2031502;;;;;;;;SM1035822-1.4;;;;;;;;;;;;;;;;;;;;19298;;;;;;;;;;;
2379332;3;DUPP;T;900;1;2;11;;;16491;1;O;420010;1;1;3;420010;1;INTE;7150,87;7150,87;0;0;0;0;0;0;2026-03-05-00.00.00.000000;P;2026-03-05-00.00.00.000000;2026-02-09-00.00.00.000000;2026-02-11-00.00.00.000000;;2026-02-10-00.00.00.000000;0;S;19663;;;;A;N;N;;;;;;;0;2026-02-11-00.00.00.000000;CARLAMB11;16491;1;;;;;;;;;;2033001;;;;;;;;SM420010-1.11;;;;;;;;;;;;;;;;;;;;21918;;;;;;;;;;;
1916203;3;DUPP;T;900;1;2;8;;;13379;0;O;1035830;1;1;1;1035830;1;INTE;1521,44;1521,44;1521,44;0;0;0;0;0;2026-03-06-00.00.00.000000;P;2026-03-06-00.00.00.000000;2026-02-06-00.00.00.000000;2026-02-10-00.00.00.000000;2026-03-06-00.00.00.000000;2026-02-10-00.00.00.000000;0;S;18483;;;;Q;N;N;;;;;;;0;2026-02-10-00.00.00.000000;ALEXANTU;13379;0;;;;;;;;;;1865001;;;;;;;;SM1035830-1.8;;;;;;;;;;;;;;;;;;;;19294;;;;;;;;;;;
1916204;3;DUPP;T;900;1;2;12;;;16654;0;O;176980;1;1;1;176980;1;INTE;2551,2;2551,2;2551,2;0;0;0;0;0;2026-03-10-00.00.00.000000;P;2026-03-10-00.00.00.000000;2026-02-09-00.00.00.000000;2026-02-10-00.00.00.000000;2026-03-10-00.00.00.000000;2026-02-10-00.00.00.000000;0;S;18484;;;;Q;N;N;;;;;;;0;2026-02-10-00.00.00.000000;ANDREIAMB12;16654;0;;;;;;;;;;1865501;;;;;;;;SM176980-1.12;;;;;;;;;;;;;;2026-03-11-00.00.00.000000;E;;;;;20274;;;;;;;;;;;
1916216;3;ACRCOM;T;900;1;1;900;;;6644;0;D;91;ACO;1;6;91;ACO;INTE;500;500;500;0;0;0;0;0;2026-03-31-00.00.00.000000;P;2026-03-31-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-25-00.00.00.000000;2026-02-10-00.00.00.000000;0;S;;;;;Q;N;N;VALOR A SER PAGO EM 6X EM DEPOSITO;;;;;;;2026-02-10-00.00.00.000000;KEDOUGLA;6644;0;;;;;;;;;;;;;;;;;;MAC-91-ACO.900;;;;;;;;;;;;;;;;;;;;92219;;;;;;;;;;;
1916219;3;ACRCOM;T;900;1;1;900;;;6644;0;D;91;ACO;2;6;91;ACO;INTE;500;500;500;0;0;0;0;0;2026-04-30-00.00.00.000000;P;2026-04-30-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-10-00.00.00.000000;2026-03-23-00.00.00.000000;2026-02-10-00.00.00.000000;0;S;;;;;Q;N;N;VALOR A SER PAGO EM 6X EM DEPOSITO;;;;;;;2026-02-10-00.00.00.000000;KEDOUGLA;6644;0;;;;;;;;;;;;;;;;;;MAC-91-ACO.900;;;;;;;;;;;;;;;;;;;;92220;;;;;;;;;;;
1916222;3;ACRCOM;T;900;1;1;900;;;6644;0;D;91;ACO;3;6;91;ACO;INTE;500;500;500;0;0;0;0;0;2026-05-30-00.00.00.000000;P;2026-06-01-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-10-00.00.00.000000;2026-05-26-00.00.00.000000;2026-02-10-00.00.00.000000;0;S;;;;;Q;N;N;VALOR A SER PAGO EM 6X EM DEPOSITO;;;;;;;2026-02-10-00.00.00.000000;KEDOUGLA;6644;0;;;;;;;;;;;;;;;;;;MAC-91-ACO.900;;;;;;;;;;;;;;;;;;;;92220;;;;;;;;;;;
1916225;3;ACRCOM;T;900;1;1;900;;;6644;0;D;91;ACO;4;6;91;ACO;INTE;500;500;500;0;0;0;0;0;2026-06-29-00.00.00.000000;P;2026-06-29-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-10-00.00.00.000000;2026-06-18-00.00.00.000000;2026-02-10-00.00.00.000000;0;S;;;;;Q;N;N;VALOR A SER PAGO EM 6X EM DEPOSITO;;;;;;;2026-02-10-00.00.00.000000;KEDOUGLA;6644;0;;;;;;;;;;;;;;;;;;MAC-91-ACO.900;;;;;;;;;;;;;;;;;;;;92221;;;;;;;;;;;
1916228;3;ACRCOM;T;900;1;1;900;;;6644;0;D;91;ACO;5;6;91;ACO;INTE;500;500;0;0;0;0;0;0;2026-07-29-00.00.00.000000;P;2026-07-29-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-02-10-00.00.00.000000;0;S;;;;;A;N;N;VALOR A SER PAGO EM 6X EM DEPOSITO;;;;;;;2026-02-10-00.00.00.000000;KEDOUGLA;6644;0;;;;;;;;;;;;;;;;;;MAC-91-ACO.900;;;;;;;;;;;;;;;;;;;;2804;;;;;;;;;;;
1916231;3;ACRCOM;T;900;1;1;900;;;6644;0;D;91;ACO;6;6;91;ACO;INTE;500;500;0;0;0;0;0;0;2026-08-28-00.00.00.000000;P;2026-08-28-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-02-10-00.00.00.000000;0;S;;;;;A;N;N;VALOR A SER PAGO EM 6X EM DEPOSITO;;;;;;;2026-02-10-00.00.00.000000;KEDOUGLA;6644;0;;;;;;;;;;;;;;;;;;MAC-91-ACO.900;;;;;;;;;;;;;;;;;;;;2804;;;;;;;;;;;
2561029;3;DUPP;T;900;1;2;14;;;21149;0;O;23305;22;1;1;23305;22;INTE;1435,2;1435,2;1435,2;0;0;0;0;0;2026-03-02-00.00.00.000000;P;2026-03-02-00.00.00.000000;2026-02-09-00.00.00.000000;2026-02-12-00.00.00.000000;2026-03-02-00.00.00.000000;2026-02-12-00.00.00.000000;0;S;21823;;;;Q;N;N;;;;;;;0;2026-02-27-11.57.07.000000;THIAJA;21149;0;;;;;;;;;;2449002;;;;;;;;SM23305-22.14;;;;;;;;;;;;;;;;;;;;16132;;;;;;;;;;;
2606177;3;DUPP;T;900;1;2;17;;;12518;0;O;10049;1;1;1;10049;1;INTE;2894,55;2894,55;0;0;0;0;0;0;2026-03-12-00.00.00.000000;P;2026-03-12-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-13-00.00.00.000000;;2026-02-12-00.00.00.000000;0;S;22323;;;;A;N;N;;;;;;;0;2026-02-13-00.00.00.000000;LERAFAEL;12518;0;;;;;;;;;;2505545;;;;;;;;SM10049-1.17;;;;;;;;;;;;;;;;;;;;4186;;;;;;;;;;;
2621893;3;IMTAFE;T;900;1;2;3;;;2435;0;O;54457;026;1;1;54457;026;DIGI;200;200;0;0;0;0;0;0;2026-02-13-00.00.00.000000;V;2026-02-13-00.00.00.000000;2026-02-13-00.00.00.000000;2026-02-13-00.00.00.000000;;2026-02-13-00.00.00.000000;0;D;;;;;A;N;N;PROMOÇAO BAK. PGT SUAS CONTAS- LEDA ANANIAS - 70797161015;;;;;;;2026-02-13-00.00.00.000000;FEROSA;2435;0;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;4303;;;;;;;;;;;
2719761;3;CARTAO;T;900;1;1;17;;;17007;0;D;20260204;;1;1;20260204;;TITU;3817,46;0;0;0;0;0;0;0;2026-03-07-00.00.00.000000;P;2026-03-09-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;1,35;51,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719789;3;CARTAO;T;900;1;1;17;;;17007;0;D;20260204;;1;1;20260204;;TITU;21111,68;0;0;0;0;0;0;0;2026-03-07-00.00.00.000000;P;2026-03-09-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;1,35;285,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719877;3;CARTAO;T;900;1;1;17;;;6432;0;D;20260204;;1;1;20260204;;TITU;215,2;0;0;0;0;0;0;0;2026-03-06-00.00.00.000000;P;2026-03-06-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;6432;0;;;2,39;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719885;3;CARTAO;T;900;1;1;17;;;17007;0;D;20260204;;3;3;20260204;;TITU;69,53;0;0;0;0;0;0;0;2026-05-08-00.00.00.000000;P;2026-05-08-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;1,8;1,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719889;3;CARTAO;T;900;1;1;17;;;17007;0;D;20260204;;1;3;20260204;;TITU;69,51;0;0;0;0;0;0;0;2026-03-07-00.00.00.000000;P;2026-03-09-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;1,8;1,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719893;3;CARTAO;T;900;1;1;17;;;17007;0;D;20260204;;2;3;20260204;;TITU;69,51;0;0;0;0;0;0;0;2026-04-07-00.00.00.000000;P;2026-04-07-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;1,8;1,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719900;3;CARTAO;T;900;1;1;17;;;17007;0;D;20260204;;1;1;20260204;;TITU;35,81;0;0;0;0;0;0;0;2026-03-09-00.00.00.000000;P;2026-03-09-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;1,39;,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-06-00.00.00.000000;E;;;;;37432;;;;;;;;;;;
2719907;3;CARTAO;T;900;1;1;17;;;6432;0;D;20260204;;1;1;20260204;;TITU;1408,66;0;0;0;0;0;0;0;2026-03-30-00.00.00.000000;P;2026-03-30-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;6432;0;;;1,3;18,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719922;3;CARTAO;T;900;1;1;17;;;6432;0;D;20260204;;1;1;20260204;;TITU;737,86;0;0;0;0;0;0;0;2026-04-29-00.00.00.000000;P;2026-04-29-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;6432;0;;;1,3;9,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719933;3;CARDEB;T;900;1;1;17;;;17007;0;D;20260204;;1;1;20260204;;TITU;4298,43;0;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;,69;29,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719964;3;CARDEB;T;900;1;1;17;;;17007;0;D;20260204;;1;1;20260204;;TITU;1420,1;0;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;,75;10,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719990;3;CARDEB;T;900;1;1;17;;;17007;0;D;20260204;;1;1;20260204;;TITU;88,71;0;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17007;0;;;,65;,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2719997;3;CARDEB;T;900;1;1;17;;;7640;0;D;20260204;;1;1;20260204;;TITU;658,22;0;0;0;0;0;0;0;2026-03-04-00.00.00.000000;P;2026-03-04-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;7640;0;;;4;26,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2720014;3;CARDEB;T;900;1;1;17;;;9037;0;D;20260204;;1;1;20260204;;TITU;49,53;0;0;0;0;0;0;0;2026-03-06-00.00.00.000000;P;2026-03-06-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;9037;0;;;3,2;1,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2720022;3;CARDEB;T;900;1;1;17;;;17013;0;D;20260204;;1;1;20260204;;TITU;7,35;0;0;0;0;0;0;0;2026-03-06-00.00.00.000000;P;2026-03-06-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17013;0;;;4;,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2720028;3;CARDEB;T;900;1;1;17;;;17015;0;D;20260204;;1;1;20260204;;TITU;255,66;0;0;0;0;0;0;0;2026-04-10-00.00.00.000000;P;2026-04-10-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17015;0;;;2;5,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2720036;3;CARDEB;T;900;1;1;17;;;6432;0;D;20260204;;1;1;20260204;;TITU;1138,98;0;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;6432;0;;;1;11,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2720059;3;TICKET;T;900;1;1;17;;;7640;0;D;20260204;;1;1;20260204;;TITU;270,26;0;0;0;0;0;0;0;2026-02-18-00.00.00.000000;P;2026-02-18-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;7640;0;;;4;10,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2720095;3;TICKET;T;900;1;1;17;;;17011;0;D;20260204;;1;1;20260204;;TITU;434,75;0;0;0;0;0;0;0;2026-02-10-00.00.00.000000;P;2026-02-10-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-13-00.00.00.000000;2026-04-09-00.00.00.000000;2026-02-13-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-13-00.00.00.000000;VARAMOS;17011;0;;;4,3;18,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37432;;;;;;;;;;;
2363808;3;CARTAO;T;900;1;1;13;;;17007;0;D;20260201;;1;1;20260201;;TITU;3604,21;0;0;0;0;0;0;0;2026-03-04-00.00.00.000000;P;2026-03-04-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;17007;0;;;1,36;49,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363832;3;CARTAO;T;900;1;1;13;;;17007;0;D;20260201;;1;1;20260201;;TITU;5522,83;0;0;0;0;0;0;0;2026-03-04-00.00.00.000000;P;2026-03-04-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;17007;0;;;1,35;74,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363878;3;CARTAO;T;900;1;1;13;;;6432;0;D;20260201;;1;1;20260201;;TITU;558,3;0;0;0;0;0;0;0;2026-03-03-00.00.00.000000;P;2026-03-03-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;6432;0;;;2,39;13,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363890;3;CARTAO;T;900;1;1;13;;;17007;0;D;20260201;;1;1;20260201;;TITU;97,21;0;0;0;0;0;0;0;2026-02-03-00.00.00.000000;P;2026-02-03-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;17007;0;;;1,39;1,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363897;3;CARTAO;T;900;1;1;13;;;6432;0;D;20260201;;1;1;20260201;;TITU;549,15;0;0;0;0;0;0;0;2026-03-30-00.00.00.000000;P;2026-03-30-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;6432;0;;;1,3;7,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363907;3;CARDEB;T;900;1;1;13;;;17007;0;D;20260201;;1;1;20260201;;TITU;2614,69;0;0;0;0;0;0;0;2026-02-02-00.00.00.000000;P;2026-02-02-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;17007;0;;;,69;18,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363932;3;CARDEB;T;900;1;1;13;;;17007;0;D;20260201;;1;1;20260201;;TITU;1484,87;0;0;0;0;0;0;0;2026-02-02-00.00.00.000000;P;2026-02-02-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;17007;0;;;,75;11,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363947;3;CARDEB;T;900;1;1;13;;;17007;0;D;20260201;;1;1;20260201;;TITU;376,2;0;0;0;0;0;0;0;2026-02-02-00.00.00.000000;P;2026-02-02-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;17007;0;;;,65;2,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363954;3;CARDEB;T;900;1;1;13;;;9037;0;D;20260201;;1;1;20260201;;TITU;997,66;0;0;0;0;0;0;0;2026-03-03-00.00.00.000000;P;2026-03-03-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;9037;0;;;3,2;31,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363963;3;CARDEB;T;900;1;1;13;;;13360;0;D;20260201;;1;1;20260201;;TITU;1228,67;0;0;0;0;0;0;0;2026-03-03-00.00.00.000000;P;2026-03-03-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;13360;0;;;3,74;45,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363974;3;CARDEB;T;900;1;1;13;;;6432;0;D;20260201;;1;1;20260201;;TITU;420,86;0;0;0;0;0;0;0;2026-02-02-00.00.00.000000;P;2026-02-02-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;6432;0;;;1;4,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2363987;3;TICKET;T;900;1;1;13;;;7640;0;D;20260201;;1;1;20260201;;TITU;1464,24;0;0;0;0;0;0;0;2026-02-15-00.00.00.000000;P;2026-02-16-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;7640;0;;;4;58,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4080;;;;;;;;;;;
2364326;3;CARTAO;T;900;1;1;3;;;17007;0;D;20260201;;1;1;20260201;;TITU;16278,83;0;0;0;0;0;0;0;2026-03-04-00.00.00.000000;P;2026-03-04-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;17007;0;;;1,36;221,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4131;;;;;;;;;;;
2364485;3;CARTAO;T;900;1;1;3;;;17007;0;D;20260201;;1;1;20260201;;TITU;26290,28;0;0;0;0;0;0;0;2026-03-04-00.00.00.000000;P;2026-03-04-00.00.00.000000;2026-02-01-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-11-00.00.00.000000;0;S;;;;;Q;C;N;;;;;;;;2026-02-11-00.00.00.000000;VARAMOS;17007;0;;;1,35;354,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4131;;;;;;;;;;;
