SEQFAMILIA;SEQCATEGORIA;NRODIVISAO;STATUS;INDREPLICACAO;INDGEROUREPLICACAO;DTABASEEXPORTACAO;NROBASEEXPORTACAO;DATAHORAALTERACAO;DATAHORAINTEGRAECOMMERCE;USUARIOALTERACAO;SEQCORRESPONDENCIA;NROBASEEXPORTACAOERP
893;2052;1;A;S;;2024-11-05-16.18.46.000000;2292238;2024-11-05-16.18.46.000000;;CARIOS;;
893;1979;1;A;S;;2024-11-05-16.18.46.000000;2292238;2024-11-05-16.18.46.000000;;CARIOS;;
893;1978;1;A;S;;2024-11-05-16.18.46.000000;2292238;2024-11-05-16.18.46.000000;;CARIOS;;
846;3160;1;A;S;;2024-11-05-16.18.46.000000;2292238;2024-11-05-16.18.46.000000;;CARIOS;;
846;2061;1;A;S;;2024-11-05-16.18.46.000000;2292238;2024-11-05-16.18.46.000000;;CARIOS;;
846;2052;1;A;S;;2024-11-05-16.18.46.000000;2292238;2024-11-05-16.18.46.000000;;CARIOS;;
846;1979;1;A;S;;2024-11-05-16.18.46.000000;2292238;2024-11-05-16.18.46.000000;;CARIOS;;
846;1978;1;A;S;;2024-11-05-16.18.46.000000;2292238;2024-11-05-16.18.46.000000;;CARIOS;;
883;3160;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
883;2061;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
883;2052;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
883;1979;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
883;1978;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
905;3160;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
905;2061;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
905;2052;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
905;1979;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
905;1978;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
912;3160;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
912;2061;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
912;2052;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
912;1979;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
912;1978;1;A;S;;2024-11-05-16.18.54.000000;2292239;2024-11-05-16.18.54.000000;;CARIOS;;
915;1;1;I;S;;2024-11-06-16.50.01.000000;2309684;2024-11-06-16.50.01.000000;;CARIOS;;
915;2;1;I;S;;2024-11-06-16.50.01.000000;2309684;2024-11-06-16.50.01.000000;;CARIOS;;
915;3;1;A;S;;2024-11-05-16.28.11.000000;2292349;2024-11-05-16.28.11.000000;;CARIOS;;
915;4;1;A;S;;2024-11-05-16.28.11.000000;2292349;2024-11-05-16.28.11.000000;;CARIOS;;
915;5;1;A;S;;2024-11-05-16.28.11.000000;2292349;2024-11-05-16.28.11.000000;;CARIOS;;
915;6;1;A;S;;2024-11-05-16.28.11.000000;2292349;2024-11-05-16.28.11.000000;;CARIOS;;
916;1;1;I;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
916;2;1;I;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
916;3;1;A;S;;2024-11-05-17.12.02.000000;2292869;2024-11-05-17.12.02.000000;;LUSENA;;
916;4;1;A;S;;2024-11-05-17.12.02.000000;2292869;2024-11-05-17.12.02.000000;;LUSENA;;
916;5;1;A;S;;2024-11-05-17.12.02.000000;2292869;2024-11-05-17.12.02.000000;;LUSENA;;
916;6;1;A;S;;2024-11-05-17.12.02.000000;2292869;2024-11-05-17.12.02.000000;;LUSENA;;
899;3145;1;I;S;;2024-11-13-15.38.02.000000;2428390;2024-11-13-15.38.02.000000;;LUSENA;;
899;2079;1;A;S;;2024-11-13-15.38.02.000000;2428390;2024-11-13-15.38.02.000000;;LUSENA;;
899;2052;1;A;S;;2024-11-13-15.38.02.000000;2428390;2024-11-13-15.38.02.000000;;LUSENA;;
899;1979;1;A;S;;2024-11-13-15.38.02.000000;2428390;2024-11-13-15.38.02.000000;;LUSENA;;
899;1978;1;A;S;;2024-11-13-15.38.02.000000;2428390;2024-11-13-15.38.02.000000;;LUSENA;;
901;3145;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
901;2079;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
901;2052;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
901;1979;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
901;1978;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
904;1;1;I;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
904;2;1;I;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
904;3145;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
904;2079;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
904;2052;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
904;1979;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
904;1978;1;A;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
902;1;1;I;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
902;2;1;I;S;;2024-11-05-17.13.40.000000;2292888;2024-11-05-17.13.40.000000;;LUSENA;;
902;3145;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
902;2079;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
902;2052;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
902;1979;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
902;1978;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
916;3145;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
916;2079;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
916;2052;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
916;1979;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
916;1978;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
911;3145;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
911;2079;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
911;2052;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
911;1979;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
911;1978;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
910;3145;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
910;2079;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
910;2052;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
910;1979;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
910;1978;1;A;S;;2024-11-05-17.13.40.000000;2292889;2024-11-05-17.13.40.000000;;LUSENA;;
898;3145;1;I;S;;2025-12-13-09.13.20.000000;5096261;2025-12-13-09.13.20.000000;;JORSALDA;;0
898;2079;1;I;S;;2025-12-13-09.13.20.000000;5096261;2025-12-13-09.13.20.000000;;JORSALDA;;0
898;1979;1;I;S;;2025-12-13-09.13.20.000000;5096261;2025-12-13-09.13.20.000000;;JORSALDA;;0
908;3145;1;A;S;;2024-11-05-17.13.48.000000;2292890;2024-11-05-17.13.48.000000;;LUSENA;;
908;2079;1;A;S;;2024-11-05-17.13.48.000000;2292890;2024-11-05-17.13.48.000000;;LUSENA;;
908;2052;1;A;S;;2024-11-05-17.13.48.000000;2292890;2024-11-05-17.13.48.000000;;LUSENA;;
908;1979;1;A;S;;2024-11-05-17.13.48.000000;2292890;2024-11-05-17.13.48.000000;;LUSENA;;
908;1978;1;A;S;;2024-11-05-17.13.48.000000;2292890;2024-11-05-17.13.48.000000;;LUSENA;;
917;1;1;I;S;;2024-11-06-16.49.58.000000;2309683;2024-11-06-16.49.58.000000;;CARIOS;;
917;2;1;I;S;;2024-11-06-16.49.58.000000;2309683;2024-11-06-16.49.58.000000;;CARIOS;;
917;3;1;A;S;;2024-11-05-17.26.13.000000;2293037;2024-11-05-17.26.13.000000;;CARIOS;;
917;4;1;A;S;;2024-11-05-17.26.13.000000;2293037;2024-11-05-17.26.13.000000;;CARIOS;;
917;5;1;A;S;;2024-11-05-17.26.13.000000;2293037;2024-11-05-17.26.13.000000;;CARIOS;;
917;6;1;A;S;;2024-11-05-17.26.13.000000;2293037;2024-11-05-17.26.13.000000;;CARIOS;;
918;1;1;I;S;;2024-11-06-16.50.02.000000;2309684;2024-11-06-16.50.02.000000;;CARIOS;;
918;2;1;I;S;;2024-11-06-16.50.02.000000;2309684;2024-11-06-16.50.02.000000;;CARIOS;;
918;3;1;A;S;;2024-11-05-17.41.51.000000;2293223;2024-11-05-17.41.51.000000;;CARIOS;;
918;4;1;A;S;;2024-11-05-17.41.51.000000;2293223;2024-11-05-17.41.51.000000;;CARIOS;;
918;5;1;A;S;;2024-11-05-17.41.51.000000;2293223;2024-11-05-17.41.51.000000;;CARIOS;;
918;6;1;A;S;;2024-11-05-17.41.51.000000;2293223;2024-11-05-17.41.51.000000;;CARIOS;;
919;1;1;I;S;;2024-11-07-16.21.25.000000;2326422;2024-11-07-16.21.25.000000;;LUSENA;;
919;2;1;I;S;;2024-11-07-16.21.25.000000;2326422;2024-11-07-16.21.25.000000;;LUSENA;;
919;3;1;A;S;;2024-11-05-17.45.21.000000;2293265;2024-11-05-17.45.21.000000;;LUSENA;;
919;4;1;A;S;;2024-11-05-17.45.21.000000;2293265;2024-11-05-17.45.21.000000;;LUSENA;;
919;5;1;A;S;;2024-11-05-17.45.21.000000;2293265;2024-11-05-17.45.21.000000;;LUSENA;;
919;6;1;A;S;;2024-11-05-17.45.21.000000;2293265;2024-11-05-17.45.21.000000;;LUSENA;;
920;1;1;I;S;;2024-11-07-16.21.24.000000;2326422;2024-11-07-16.21.24.000000;;LUSENA;;
920;2;1;I;S;;2024-11-07-16.21.24.000000;2326422;2024-11-07-16.21.24.000000;;LUSENA;;
920;3;1;A;S;;2024-11-06-08.23.03.000000;2303663;2024-11-06-08.23.03.000000;;LUSENA;;
920;4;1;A;S;;2024-11-06-08.23.03.000000;2303663;2024-11-06-08.23.03.000000;;LUSENA;;
920;5;1;A;S;;2024-11-06-08.23.03.000000;2303663;2024-11-06-08.23.03.000000;;LUSENA;;
920;6;1;A;S;;2024-11-06-08.23.03.000000;2303663;2024-11-06-08.23.03.000000;;LUSENA;;
921;1;1;I;S;;2024-11-06-16.50.02.000000;2309684;2024-11-06-16.50.02.000000;;CARIOS;;
921;2;1;I;S;;2024-11-06-16.50.02.000000;2309684;2024-11-06-16.50.02.000000;;CARIOS;;
921;3;1;A;S;;2024-11-06-08.47.10.000000;2303949;2024-11-06-08.47.10.000000;;CARIOS;;
921;4;1;A;S;;2024-11-06-08.47.10.000000;2303949;2024-11-06-08.47.10.000000;;CARIOS;;
921;5;1;A;S;;2024-11-06-08.47.10.000000;2303949;2024-11-06-08.47.10.000000;;CARIOS;;
921;6;1;A;S;;2024-11-06-08.47.10.000000;2303949;2024-11-06-08.47.10.000000;;CARIOS;;
922;1;1;I;S;;2024-11-06-16.50.00.000000;2309684;2024-11-06-16.50.00.000000;;CARIOS;;
922;2;1;I;S;;2024-11-06-16.50.00.000000;2309684;2024-11-06-16.50.00.000000;;CARIOS;;
922;3;1;A;S;;2024-11-06-08.53.21.000000;2304023;2024-11-06-08.53.21.000000;;CARIOS;;
922;4;1;A;S;;2024-11-06-08.53.21.000000;2304023;2024-11-06-08.53.21.000000;;CARIOS;;
922;5;1;A;S;;2024-11-06-08.53.21.000000;2304023;2024-11-06-08.53.21.000000;;CARIOS;;
922;6;1;A;S;;2024-11-06-08.53.21.000000;2304023;2024-11-06-08.53.21.000000;;CARIOS;;
923;1;1;I;S;;2024-11-07-16.21.23.000000;2326422;2024-11-07-16.21.23.000000;;LUSENA;;
923;2;1;I;S;;2024-11-07-16.21.23.000000;2326422;2024-11-07-16.21.23.000000;;LUSENA;;
923;3;1;A;S;;2024-11-06-08.59.14.000000;2304092;2024-11-06-08.59.14.000000;;LUSENA;;
923;4;1;A;S;;2024-11-06-08.59.14.000000;2304092;2024-11-06-08.59.14.000000;;LUSENA;;
923;5;1;A;S;;2024-11-06-08.59.14.000000;2304092;2024-11-06-08.59.14.000000;;LUSENA;;
923;6;1;A;S;;2024-11-06-08.59.14.000000;2304092;2024-11-06-08.59.14.000000;;LUSENA;;
924;1;1;I;S;;2024-11-07-16.21.25.000000;2326422;2024-11-07-16.21.25.000000;;LUSENA;;
924;2;1;I;S;;2024-11-07-16.21.25.000000;2326422;2024-11-07-16.21.25.000000;;LUSENA;;
924;3;1;A;S;;2024-11-06-09.21.44.000000;2304360;2024-11-06-09.21.44.000000;;LUSENA;;
924;4;1;A;S;;2024-11-06-09.21.44.000000;2304360;2024-11-06-09.21.44.000000;;LUSENA;;
924;5;1;A;S;;2024-11-06-09.21.44.000000;2304360;2024-11-06-09.21.44.000000;;LUSENA;;
924;6;1;A;S;;2024-11-06-09.21.44.000000;2304360;2024-11-06-09.21.44.000000;;LUSENA;;
925;1;1;I;S;;2024-11-07-16.21.23.000000;2326422;2024-11-07-16.21.23.000000;;LUSENA;;
925;2;1;I;S;;2024-11-07-16.21.23.000000;2326422;2024-11-07-16.21.23.000000;;LUSENA;;
925;3;1;A;S;;2024-11-06-09.36.34.000000;2304536;2024-11-06-09.36.34.000000;;LUSENA;;
925;4;1;A;S;;2024-11-06-09.36.34.000000;2304536;2024-11-06-09.36.34.000000;;LUSENA;;
925;5;1;A;S;;2024-11-06-09.36.34.000000;2304536;2024-11-06-09.36.34.000000;;LUSENA;;
689;2;1;I;S;;2025-10-27-14.03.55.000000;4990984;2025-10-27-14.03.55.000000;;IGORNAT;;0
689;3;1;A;S;;2024-10-22-14.48.39.000000;2052101;2024-10-22-14.48.39.000000;;LUSENA;;
689;4;1;A;S;;2024-10-22-14.48.39.000000;2052101;2024-10-22-14.48.39.000000;;LUSENA;;
689;5;1;A;S;;2024-10-22-14.48.39.000000;2052101;2024-10-22-14.48.39.000000;;LUSENA;;
689;6;1;A;S;;2024-10-22-14.48.39.000000;2052101;2024-10-22-14.48.39.000000;;LUSENA;;
690;1;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
690;2;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
690;3;1;A;S;;2024-10-22-15.18.30.000000;2052456;2024-10-22-15.18.30.000000;;LUSENA;;
690;4;1;A;S;;2024-10-22-15.18.30.000000;2052456;2024-10-22-15.18.30.000000;;LUSENA;;
690;5;1;A;S;;2024-10-22-15.18.30.000000;2052456;2024-10-22-15.18.30.000000;;LUSENA;;
690;6;1;A;S;;2024-10-22-15.18.30.000000;2052456;2024-10-22-15.18.30.000000;;LUSENA;;
691;1;1;I;S;;2025-12-05-09.38.26.000000;5086665;2025-12-05-09.38.26.000000;;LUSENA;;0
691;2;1;I;S;;2025-12-05-09.38.26.000000;5086665;2025-12-05-09.38.26.000000;;LUSENA;;0
691;3;1;A;S;;2024-10-22-15.36.25.000000;2052669;2024-10-22-15.36.25.000000;;LUSENA;;
691;4;1;A;S;;2024-10-22-15.36.25.000000;2052669;2024-10-22-15.36.25.000000;;LUSENA;;
691;5;1;A;S;;2024-10-22-15.36.25.000000;2052669;2024-10-22-15.36.25.000000;;LUSENA;;
691;6;1;A;S;;2024-10-22-15.36.25.000000;2052669;2024-10-22-15.36.25.000000;;LUSENA;;
692;1;1;I;S;;2024-10-23-16.05.17.000000;2070066;2024-10-23-16.05.17.000000;;LUSENA;;
692;2;1;I;S;;2024-10-23-16.05.17.000000;2070066;2024-10-23-16.05.17.000000;;LUSENA;;
692;3;1;A;S;;2024-10-22-15.50.31.000000;2052837;2024-10-22-15.50.31.000000;;LUSENA;;
692;4;1;A;S;;2024-10-22-15.50.31.000000;2052837;2024-10-22-15.50.31.000000;;LUSENA;;
692;5;1;A;S;;2024-10-22-15.50.31.000000;2052837;2024-10-22-15.50.31.000000;;LUSENA;;
692;6;1;A;S;;2024-10-22-15.50.31.000000;2052837;2024-10-22-15.50.31.000000;;LUSENA;;
693;1;1;I;S;;2024-10-23-16.05.17.000000;2070066;2024-10-23-16.05.17.000000;;LUSENA;;
693;2;1;I;S;;2024-10-23-16.05.17.000000;2070066;2024-10-23-16.05.17.000000;;LUSENA;;
693;3;1;A;S;;2024-10-22-16.02.10.000000;2052975;2024-10-22-16.02.10.000000;;LUSENA;;
693;4;1;A;S;;2024-10-22-16.02.10.000000;2052975;2024-10-22-16.02.10.000000;;LUSENA;;
693;5;1;A;S;;2024-10-22-16.02.10.000000;2052975;2024-10-22-16.02.10.000000;;LUSENA;;
693;6;1;A;S;;2024-10-22-16.02.10.000000;2052975;2024-10-22-16.02.10.000000;;LUSENA;;
694;1;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
694;2;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
694;3;1;A;S;;2024-10-22-16.44.03.000000;2053473;2024-10-22-16.44.03.000000;;LUSENA;;
694;4;1;A;S;;2024-10-22-16.44.03.000000;2053473;2024-10-22-16.44.03.000000;;LUSENA;;
694;5;1;A;S;;2024-10-22-16.44.03.000000;2053473;2024-10-22-16.44.03.000000;;LUSENA;;
694;6;1;A;S;;2024-10-22-16.44.03.000000;2053473;2024-10-22-16.44.03.000000;;LUSENA;;
695;1;1;I;S;;2025-12-05-10.26.43.000000;5086737;2025-12-05-10.26.43.000000;;LUSENA;;0
695;2;1;I;S;;2025-12-05-10.26.43.000000;5086737;2025-12-05-10.26.43.000000;;LUSENA;;0
695;3;1;A;S;;2024-10-22-17.01.41.000000;2053683;2024-10-22-17.01.41.000000;;LUSENA;;
695;4;1;A;S;;2024-10-22-17.01.41.000000;2053683;2024-10-22-17.01.41.000000;;LUSENA;;
695;5;1;A;S;;2024-10-22-17.01.41.000000;2053683;2024-10-22-17.01.41.000000;;LUSENA;;
695;6;1;A;S;;2024-10-22-17.01.41.000000;2053683;2024-10-22-17.01.41.000000;;LUSENA;;
696;1;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
696;2;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
696;3;1;A;S;;2024-10-22-17.11.49.000000;2053803;2024-10-22-17.11.49.000000;;LUSENA;;
696;4;1;A;S;;2024-10-22-17.11.49.000000;2053803;2024-10-22-17.11.49.000000;;LUSENA;;
696;5;1;A;S;;2024-10-22-17.11.49.000000;2053803;2024-10-22-17.11.49.000000;;LUSENA;;
696;6;1;A;S;;2024-10-22-17.11.49.000000;2053803;2024-10-22-17.11.49.000000;;LUSENA;;
697;1;1;I;S;;2025-10-27-15.06.52.000000;4991076;2025-10-27-15.06.52.000000;;IGORNAT;;0
697;2;1;I;S;;2025-10-27-15.06.52.000000;4991076;2025-10-27-15.06.52.000000;;IGORNAT;;0
697;3;1;A;S;;2024-10-22-17.25.42.000000;2053968;2024-10-22-17.25.42.000000;;LUSENA;;
697;4;1;A;S;;2024-10-22-17.25.42.000000;2053968;2024-10-22-17.25.42.000000;;LUSENA;;
697;5;1;A;S;;2024-10-22-17.25.42.000000;2053968;2024-10-22-17.25.42.000000;;LUSENA;;
697;6;1;A;S;;2024-10-22-17.25.42.000000;2053968;2024-10-22-17.25.42.000000;;LUSENA;;
698;1;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
698;2;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
698;3;1;A;S;;2024-10-22-17.43.16.000000;2054177;2024-10-22-17.43.16.000000;;LUSENA;;
698;4;1;A;S;;2024-10-22-17.43.16.000000;2054177;2024-10-22-17.43.16.000000;;LUSENA;;
698;5;1;A;S;;2024-10-22-17.43.16.000000;2054177;2024-10-22-17.43.16.000000;;LUSENA;;
698;6;1;A;S;;2024-10-22-17.43.16.000000;2054177;2024-10-22-17.43.16.000000;;LUSENA;;
699;1;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
699;2;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
699;3;1;A;S;;2024-10-22-17.53.43.000000;2054301;2024-10-22-17.53.43.000000;;LUSENA;;
699;4;1;A;S;;2024-10-22-17.53.43.000000;2054301;2024-10-22-17.53.43.000000;;LUSENA;;
699;5;1;A;S;;2024-10-22-17.53.43.000000;2054301;2024-10-22-17.53.43.000000;;LUSENA;;
699;6;1;A;S;;2024-10-22-17.53.43.000000;2054301;2024-10-22-17.53.43.000000;;LUSENA;;
700;1;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
700;2;1;I;S;;2024-10-23-16.04.07.000000;2070052;2024-10-23-16.04.07.000000;;LUSENA;;
700;3;1;A;S;;2024-10-22-18.03.29.000000;2054417;2024-10-22-18.03.29.000000;;LUSENA;;
700;4;1;A;S;;2024-10-22-18.03.29.000000;2054417;2024-10-22-18.03.29.000000;;LUSENA;;
700;5;1;A;S;;2024-10-22-18.03.29.000000;2054417;2024-10-22-18.03.29.000000;;LUSENA;;
700;6;1;A;S;;2024-10-22-18.03.29.000000;2054417;2024-10-22-18.03.29.000000;;LUSENA;;
754;1;1;I;S;;2024-10-26-11.18.03.000000;2117881;2024-10-26-11.18.03.000000;;LUSENA;;
754;2;1;I;S;;2024-10-26-11.18.03.000000;2117881;2024-10-26-11.18.03.000000;;LUSENA;;
754;3;1;A;S;;2024-10-25-15.05.56.000000;2103511;2024-10-25-15.05.56.000000;;LUSENA;;
754;4;1;A;S;;2024-10-25-15.05.56.000000;2103511;2024-10-25-15.05.56.000000;;LUSENA;;
754;5;1;A;S;;2024-10-25-15.05.56.000000;2103511;2024-10-25-15.05.56.000000;;LUSENA;;
754;6;1;A;S;;2024-10-25-15.05.56.000000;2103511;2024-10-25-15.05.56.000000;;LUSENA;;
755;1;1;I;S;;2024-10-28-16.45.02.000000;2155908;2024-10-28-16.45.02.000000;;LUSENA;;
755;2;1;I;S;;2024-10-28-16.45.02.000000;2155908;2024-10-28-16.45.02.000000;;LUSENA;;
755;3;1;A;S;;2024-10-25-15.12.09.000000;2103585;2024-10-25-15.12.09.000000;;LUSENA;;
755;4;1;A;S;;2024-10-25-15.12.09.000000;2103585;2024-10-25-15.12.09.000000;;LUSENA;;
755;5;1;A;S;;2024-10-25-15.12.09.000000;2103585;2024-10-25-15.12.09.000000;;LUSENA;;
755;6;1;A;S;;2024-10-25-15.12.09.000000;2103585;2024-10-25-15.12.09.000000;;LUSENA;;
756;1;1;I;S;;2024-11-19-17.22.45.000000;2532060;2024-11-19-17.22.45.000000;;LUSENA;;
756;2;1;I;S;;2024-11-19-17.22.45.000000;2532060;2024-11-19-17.22.45.000000;;LUSENA;;
756;3;1;A;S;;2024-10-25-15.34.21.000000;2103849;2024-10-25-15.34.21.000000;;LUSENA;;
756;4;1;A;S;;2024-10-25-15.34.21.000000;2103849;2024-10-25-15.34.21.000000;;LUSENA;;
756;5;1;A;S;;2024-10-25-15.34.21.000000;2103849;2024-10-25-15.34.21.000000;;LUSENA;;
756;6;1;A;S;;2024-10-25-15.34.21.000000;2103849;2024-10-25-15.34.21.000000;;LUSENA;;
758;1;1;I;S;;2024-11-19-17.23.15.000000;2532066;2024-11-19-17.23.15.000000;;LUSENA;;
758;2;1;I;S;;2024-11-19-17.23.15.000000;2532066;2024-11-19-17.23.15.000000;;LUSENA;;
758;3;1;A;S;;2024-10-25-16.03.03.000000;2104190;2024-10-25-16.03.03.000000;;LUSENA;;
758;4;1;A;S;;2024-10-25-16.03.04.000000;2104190;2024-10-25-16.03.04.000000;;LUSENA;;
758;5;1;A;S;;2024-10-25-16.03.04.000000;2104190;2024-10-25-16.03.04.000000;;LUSENA;;
758;6;1;A;S;;2024-10-25-16.03.04.000000;2104190;2024-10-25-16.03.04.000000;;LUSENA;;
759;1;1;I;S;;2025-09-15-09.06.25.000000;4889284;2025-09-15-09.06.25.000000;;IGORNAT;;
759;2;1;I;S;;2025-09-15-09.06.25.000000;4889284;2025-09-15-09.06.25.000000;;IGORNAT;;
759;3;1;A;S;;2024-10-25-16.13.40.000000;2104316;2024-10-25-16.13.40.000000;;LUSENA;;
759;4;1;A;S;;2024-10-25-16.13.40.000000;2104316;2024-10-25-16.13.40.000000;;LUSENA;;
759;5;1;A;S;;2024-10-25-16.13.40.000000;2104316;2024-10-25-16.13.40.000000;;LUSENA;;
759;6;1;A;S;;2024-10-25-16.13.40.000000;2104316;2024-10-25-16.13.40.000000;;LUSENA;;
761;1;1;I;S;;2024-10-28-16.44.48.000000;2155906;2024-10-28-16.44.48.000000;;LUSENA;;
761;2;1;I;S;;2024-10-28-16.44.48.000000;2155906;2024-10-28-16.44.48.000000;;LUSENA;;
761;3;1;A;S;;2024-10-25-16.19.43.000000;2104388;2024-10-25-16.19.43.000000;;LUSENA;;
761;4;1;A;S;;2024-10-25-16.19.43.000000;2104388;2024-10-25-16.19.43.000000;;LUSENA;;
761;5;1;A;S;;2024-10-25-16.19.43.000000;2104388;2024-10-25-16.19.43.000000;;LUSENA;;
761;6;1;A;S;;2024-10-25-16.19.43.000000;2104388;2024-10-25-16.19.43.000000;;LUSENA;;
762;1;1;I;S;;2024-10-28-16.44.34.000000;2155903;2024-10-28-16.44.34.000000;;LUSENA;;
762;2;1;I;S;;2024-10-28-16.44.34.000000;2155903;2024-10-28-16.44.34.000000;;LUSENA;;
762;3;1;A;S;;2024-10-25-16.26.16.000000;2104466;2024-10-25-16.26.16.000000;;LUSENA;;
